date,asset_class_id,price_local
2025-01-17,AC002,116.5071
2025-01-20,AC002,114.2403
2025-01-21,AC002,113.0747
2025-01-22,AC002,113.2097
2025-01-23,AC002,117.3023
2025-01-24,AC002,117.7111
2025-01-27,AC002,117.7892
2025-01-28,AC002,115.8042
2025-01-29,AC002,112.9068
2025-01-30,AC002,113.2022
2025-01-31,AC002,113.4999
2025-02-03,AC002,111.7739
2025-02-04,AC002,112.1399
2025-02-05,AC002,113.3734
2025-02-06,AC002,112.4096
2025-02-07,AC002,111.5661
2025-02-10,AC002,110.2487
2025-02-11,AC002,110.7138
2025-02-12,AC002,110.8987
2025-02-13,AC002,110.3204
2025-02-14,AC002,112.9423
2025-02-17,AC002,113.8112
2025-02-18,AC002,115.3759
2025-02-19,AC002,113.0494
2025-02-20,AC002,114.1758
2025-02-21,AC002,110.998
2025-02-24,AC002,111.4348
2025-02-25,AC002,110.4516
2025-02-26,AC002,108.8806
2025-02-27,AC002,108.9605
2025-02-28,AC002,108.3595
2025-03-03,AC002,108.7146
2025-03-04,AC002,106.8061
2025-03-05,AC002,108.3575
2025-03-06,AC002,109.2915
2025-03-07,AC002,107.7114
2025-03-10,AC002,111.4993
2025-03-11,AC002,110.2696
2025-03-12,AC002,107.9134
2025-03-13,AC002,106.7068
2025-03-14,AC002,105.7015
2025-03-17,AC002,104.8416
2025-03-18,AC002,105.7339
2025-03-19,AC002,105.469
2025-03-20,AC002,104.827
2025-03-21,AC002,105.6841
2025-03-24,AC002,108.2462
2025-03-25,AC002,109.6457
2025-03-26,AC002,108.9311
2025-03-27,AC002,107.8603
2025-03-28,AC002,108.3851
2025-03-31,AC002,109.4071
2025-04-01,AC002,108.2885
2025-04-02,AC002,108.9499
2025-04-03,AC002,109.1987
2025-04-04,AC002,109.2253
2025-04-07,AC002,109.7001
2025-04-08,AC002,109.6689
2025-04-09,AC002,109.4747
2025-04-10,AC002,108.8286
2025-04-11,AC002,111.3153
2025-04-14,AC002,113.3004
2025-04-15,AC002,113.5336
2025-04-16,AC002,114.3751
2025-04-17,AC002,114.2118
2025-04-18,AC002,115.387
2025-04-21,AC002,115.222
2025-04-22,AC002,116.428
2025-04-23,AC002,117.5385
2025-04-24,AC002,117.0748
2025-04-25,AC002,117.1608
2025-04-28,AC002,116.6094
2025-04-29,AC002,115.4671
2025-04-30,AC002,114.8229
2025-05-01,AC002,115.2641
2025-05-02,AC002,116.5421
2025-05-05,AC002,116.6686
2025-05-06,AC002,116.249
2025-05-07,AC002,117.8985
2025-05-08,AC002,117.1729
2025-05-09,AC002,115.3975
2025-05-12,AC002,114.3506
2025-05-13,AC002,116.0395
2025-05-14,AC002,117.1781
2025-05-15,AC002,116.7798
2025-05-16,AC002,116.1772
2025-05-19,AC002,117.7417
2025-05-20,AC002,116.9054
2025-05-21,AC002,116.3865
2025-05-22,AC002,115.585
2025-05-23,AC002,115.4034
2025-05-26,AC002,115.9992
2025-05-27,AC002,113.7188
2025-05-28,AC002,112.3584
2025-05-29,AC002,112.4968
2025-05-30,AC002,111.8304
2025-06-02,AC002,113.6984
2025-06-03,AC002,114.2842
2025-06-04,AC002,112.6133
2025-06-05,AC002,111.9014
2025-06-06,AC002,112.6842
2025-06-09,AC002,112.0108
2025-06-10,AC002,110.0559
2025-06-11,AC002,110.827
2025-06-12,AC002,111.7876
2025-06-13,AC002,110.3733
2025-06-16,AC002,107.9315
2025-06-17,AC002,107.5136
2025-06-18,AC002,106.7574
2025-06-19,AC002,106.1406
2025-06-20,AC002,105.7493
2025-06-23,AC002,107.4741
2025-06-24,AC002,107.5103
2025-06-25,AC002,107.5038
2025-06-26,AC002,107.1078
2025-06-27,AC002,109.5392
2025-06-30,AC002,110.5955
2025-07-01,AC002,111.5712
2025-07-02,AC002,110.6859
2025-07-03,AC002,109.4844
2025-07-04,AC002,110.1661
2025-07-07,AC002,110.4206
2025-07-08,AC002,110.1181
2025-07-09,AC002,107.9967
2025-07-10,AC002,106.3677
2025-07-11,AC002,108.3451
2025-07-14,AC002,110.488
2025-07-15,AC002,109.2699
2025-07-16,AC002,109.4387
2025-07-17,AC002,109.0773
2025-07-18,AC002,108.7386
2025-07-21,AC002,109.417
2025-07-22,AC002,108.052
2025-07-23,AC002,107.2761
2025-07-24,AC002,108.9754
2025-07-25,AC002,108.0503
2025-07-28,AC002,107.1862
2025-07-29,AC002,106.9688
2025-07-30,AC002,105.6352
2025-07-31,AC002,107.5899
2025-08-01,AC002,108.2323
2025-08-04,AC002,108.6299
2025-08-05,AC002,108.3375
2025-08-06,AC002,111.5338
2025-08-07,AC002,108.3718
2025-08-08,AC002,110.6796
2025-08-11,AC002,110.091
2025-08-12,AC002,110.5809
2025-08-13,AC002,111.9092
2025-08-14,AC002,110.5427
2025-08-15,AC002,113.1917
2025-08-18,AC002,115.3226
2025-08-19,AC002,114.9164
2025-08-20,AC002,115.0111
2025-08-21,AC002,116.582
2025-08-22,AC002,116.2361
2025-08-25,AC002,116.1762
2025-08-26,AC002,117.0486
2025-08-27,AC002,116.2702
2025-08-28,AC002,115.9802
2025-08-29,AC002,116.2665
2025-09-01,AC002,116.9986
2025-09-02,AC002,117.6004
2025-09-03,AC002,117.2996
2025-09-04,AC002,117.2837
2025-09-05,AC002,116.2816
2025-09-08,AC002,116.6578
2025-09-09,AC002,115.6785
2025-09-10,AC002,112.587
2025-09-11,AC002,112.9015
2025-09-12,AC002,112.2803
2025-09-15,AC002,112.4501
2025-09-16,AC002,112.6446
2025-09-17,AC002,110.2091
2025-09-18,AC002,110.4491
2025-09-19,AC002,107.4453
2025-09-22,AC002,109.2899
2025-09-23,AC002,108.7742
2025-09-24,AC002,108.854
2025-09-25,AC002,110.7971
2025-09-26,AC002,112.1582
2025-09-29,AC002,110.8074
2025-09-30,AC002,112.1146
2025-10-01,AC002,112.4045
2025-10-02,AC002,111.8462
2025-10-03,AC002,111.276
2025-10-06,AC002,111.3263
2025-10-07,AC002,112.3525
2025-10-08,AC002,112.1605
2025-10-09,AC002,113.9524
2025-10-10,AC002,113.2209
2025-10-13,AC002,114.0305
2025-10-14,AC002,115.4795
2025-10-15,AC002,114.889
2025-10-16,AC002,113.4571
2025-10-17,AC002,112.6074
2025-10-20,AC002,113.4141
2025-10-21,AC002,111.7767
2025-10-22,AC002,110.8337
2025-10-23,AC002,112.844
2025-10-24,AC002,110.6364
2025-10-27,AC002,111.2577
2025-10-28,AC002,111.0059
2025-10-29,AC002,111.547
2025-10-30,AC002,111.0909
2025-10-31,AC002,111.4138
2025-11-03,AC002,112.1114
2025-11-04,AC002,112.175
2025-11-05,AC002,111.3539
2025-11-06,AC002,111.3456
2025-11-07,AC002,111.7119
2025-11-10,AC002,111.9833
2025-11-11,AC002,111.9287
2025-11-12,AC002,113.009
2025-11-13,AC002,113.5243
2025-11-14,AC002,113.5385
2025-11-17,AC002,113.2532
2025-11-18,AC002,113.1002
2025-11-19,AC002,113.2178
2025-11-20,AC002,112.44
2025-11-21,AC002,113.7768
2025-11-24,AC002,114.4924
2025-11-25,AC002,113.3971
2025-11-26,AC002,114.1991
2025-11-27,AC002,111.6161
2025-11-28,AC002,110.5767
2025-12-01,AC002,111.0458
2025-12-02,AC002,111.189
2025-12-03,AC002,114.8171
2025-12-04,AC002,114.621
2025-12-05,AC002,117.466
2025-12-08,AC002,115.2618
2025-12-09,AC002,114.1713
2025-12-10,AC002,114.3757
2025-12-11,AC002,113.0546
2025-12-12,AC002,111.9647
2025-12-15,AC002,110.5453
2025-12-16,AC002,111.139
2025-12-17,AC002,111.5433
2025-12-18,AC002,112.7241
2025-12-19,AC002,113.0604
2025-12-22,AC002,113.6243
2025-12-23,AC002,115.0691
2025-12-24,AC002,115.6892
2025-12-25,AC002,113.5633
2025-12-26,AC002,113.2634
2025-12-29,AC002,112.721
2025-12-30,AC002,113.2804
2025-12-31,AC002,114.3294
2025-01-02,AC003,110.3042
2025-01-03,AC003,111.3831
2025-01-06,AC003,112.3395
2025-01-07,AC003,111.5468
2025-01-08,AC003,109.5215
2025-01-09,AC003,112.0004
2025-01-10,AC003,111.8729
2025-01-13,AC003,110.4291
2025-01-14,AC003,110.3113
2025-01-15,AC003,111.7524
2025-01-16,AC003,110.1914
2025-01-17,AC003,107.8587
2025-01-20,AC003,106.6657
2025-01-21,AC003,105.3706
2025-01-22,AC003,103.5206
2025-01-23,AC003,103.0934
2025-01-24,AC003,103.8645
2025-01-27,AC003,106.4739
2025-01-28,AC003,105.2277
2025-01-29,AC003,104.2061
2025-01-30,AC003,104.7162
2025-01-31,AC003,106.2256
2025-02-03,AC003,108.0257
2025-02-04,AC003,109.0175
2025-02-05,AC003,111.8957
2025-02-06,AC003,112.9506
2025-02-07,AC003,111.6699
2025-02-10,AC003,113.3514
2025-02-11,AC003,115.1955
2025-02-12,AC003,118.4249
2025-02-13,AC003,118.1937
2025-02-14,AC003,118.0431
2025-02-17,AC003,118.6795
2025-02-18,AC003,118.4971
2025-02-19,AC003,117.0878
2025-02-20,AC003,115.6719
2025-02-21,AC003,115.9105
2025-02-24,AC003,115.8013
2025-02-25,AC003,117.9483
2025-02-26,AC003,117.8313
2025-02-27,AC003,118.0388
2025-02-28,AC003,116.6765
2025-03-03,AC003,114.7777
2025-03-04,AC003,113.0259
2025-03-05,AC003,115.9163
2025-03-06,AC003,116.0311
2025-03-07,AC003,117.5657
2025-03-10,AC003,115.4846
2025-03-11,AC003,114.0936
2025-03-12,AC003,113.4436
2025-03-13,AC003,113.3279
2025-03-14,AC003,112.5643
2025-03-17,AC003,111.482
2025-03-18,AC003,111.8139
2025-03-19,AC003,113.5092
2025-03-20,AC003,111.6667
2025-03-21,AC003,110.4288
2025-03-24,AC003,109.7003
2025-03-25,AC003,111.7847
2025-03-26,AC003,111.5839
2025-03-27,AC003,112.8316
2025-03-28,AC003,113.069
2025-03-31,AC003,114.8754
2025-04-01,AC003,115.4721
2025-04-02,AC003,113.3348
2025-04-03,AC003,112.2694
2025-04-04,AC003,112.2343
2025-04-07,AC003,111.5782
2025-04-08,AC003,112.3339
2025-04-09,AC003,113.0544
2025-04-10,AC003,114.5154
2025-04-11,AC003,113.2323
2025-04-14,AC003,111.2375
2025-04-15,AC003,109.9411
2025-04-16,AC003,109.5077
2025-04-17,AC003,108.8205
2025-04-18,AC003,107.2207
2025-04-21,AC003,103.9146
2025-04-22,AC003,102.9117
2025-04-23,AC003,101.5445
2025-04-24,AC003,101.9069
2025-04-25,AC003,100.9915
2025-04-28,AC003,101.1881
2025-04-29,AC003,102.7041
2025-04-30,AC003,101.7295
2025-05-01,AC003,102.3557
2025-05-02,AC003,101.7922
2025-05-05,AC003,102.4422
2025-05-06,AC003,100.3638
2025-05-07,AC003,99.9919
2025-05-08,AC003,99.4672
2025-05-09,AC003,99.6915
2025-05-12,AC003,98.4506
2025-05-13,AC003,99.0004
2025-05-14,AC003,98.0786
2025-05-15,AC003,100.2212
2025-05-16,AC003,101.5494
2025-05-19,AC003,103.5475
2025-05-20,AC003,103.0007
2025-05-21,AC003,101.9894
2025-05-22,AC003,104.8495
2025-05-23,AC003,104.3385
2025-05-26,AC003,105.2609
2025-05-27,AC003,105.5986
2025-05-28,AC003,105.7294
2025-05-29,AC003,106.1362
2025-05-30,AC003,105.9531
2025-06-02,AC003,104.3241
2025-06-03,AC003,105.9253
2025-06-04,AC003,105.8218
2025-06-05,AC003,106.1949
2025-06-06,AC003,106.2017
2025-06-09,AC003,105.7377
2025-06-10,AC003,104.7931
2025-06-11,AC003,103.9366
2025-06-12,AC003,102.9248
2025-06-13,AC003,101.7975
2025-06-16,AC003,101.8581
2025-06-17,AC003,102.7176
2025-06-18,AC003,101.7027
2025-06-19,AC003,102.3572
2025-06-20,AC003,102.5957
2025-06-23,AC003,102.6125
2025-06-24,AC003,101.7859
2025-06-25,AC003,101.1101
2025-06-26,AC003,101.5433
2025-06-27,AC003,101.1976
2025-06-30,AC003,101.5738
2025-07-01,AC003,100.5636
2025-07-02,AC003,102.1481
2025-07-03,AC003,102.1758
2025-07-04,AC003,102.0911
2025-07-07,AC003,102.2187
2025-07-08,AC003,101.0931
2025-07-09,AC003,100.9159
2025-07-10,AC003,100.7183
2025-07-11,AC003,101.6979
2025-07-14,AC003,101.465
2025-07-15,AC003,102.1522
2025-07-16,AC003,103.2198
2025-07-17,AC003,101.5207
2025-07-18,AC003,101.6964
2025-07-21,AC003,99.8482
2025-07-22,AC003,98.5741
2025-07-23,AC003,99.1224
2025-07-24,AC003,100.0898
2025-07-25,AC003,99.2647
2025-07-28,AC003,99.509
2025-07-29,AC003,99.85
2025-07-30,AC003,102.0549
2025-07-31,AC003,101.1357
2025-08-01,AC003,99.5191
2025-08-04,AC003,100.6349
2025-08-05,AC003,102.3762
2025-08-06,AC003,103.6076
2025-08-07,AC003,102.0874
2025-08-08,AC003,102.8
2025-08-11,AC003,102.5707
2025-08-12,AC003,102.3654
2025-08-13,AC003,103.1886
2025-08-14,AC003,103.775
2025-08-15,AC003,104.4242
2025-08-18,AC003,105.8228
2025-08-19,AC003,105.8627
2025-08-20,AC003,105.9103
2025-08-21,AC003,106.8539
2025-08-22,AC003,107.886
2025-08-25,AC003,108.0031
2025-08-26,AC003,108.6324
2025-08-27,AC003,107.5395
2025-08-28,AC003,108.0216
2025-08-29,AC003,109.2525
2025-09-01,AC003,109.2619
2025-09-02,AC003,108.5602
2025-09-03,AC003,109.7166
2025-09-04,AC003,110.8102
2025-09-05,AC003,112.5887
2025-09-08,AC003,113.3197
2025-09-09,AC003,112.9667
2025-09-10,AC003,113.6444
2025-09-11,AC003,111.7384
2025-09-12,AC003,109.2792
2025-09-15,AC003,107.2398
2025-09-16,AC003,107.0799
2025-09-17,AC003,105.0564
2025-09-18,AC003,105.187
2025-09-19,AC003,104.9988
2025-09-22,AC003,105.6212
2025-09-23,AC003,105.8828
2025-09-24,AC003,105.7613
2025-09-25,AC003,105.1484
2025-09-26,AC003,105.7067
2025-09-29,AC003,105.4945
2025-09-30,AC003,106.6995
2025-10-01,AC003,106.5407
2025-10-02,AC003,104.8073
2025-10-03,AC003,106.0309
2025-10-06,AC003,109.184
2025-10-07,AC003,110.3801
2025-10-08,AC003,110.0259
2025-10-09,AC003,111.2288
2025-10-10,AC003,111.7583
2025-10-13,AC003,110.6924
2025-10-14,AC003,108.5122
2025-10-15,AC003,108.3947
2025-10-16,AC003,107.6471
2025-10-17,AC003,106.6338
2025-10-20,AC003,106.5402
2025-10-21,AC003,108.329
2025-10-22,AC003,108.1754
2025-10-23,AC003,108.0275
2025-10-24,AC003,106.7745
2025-10-27,AC003,106.2228
2025-10-28,AC003,107.1171
2025-10-29,AC003,108.3895
2025-10-30,AC003,107.1991
2025-10-31,AC003,107.5477
2025-11-03,AC003,106.6512
2025-11-04,AC003,104.5516
2025-11-05,AC003,104.6643
2025-11-06,AC003,105.2245
2025-11-07,AC003,105.5186
2025-11-10,AC003,104.6598
2025-11-11,AC003,105.4458
2025-11-12,AC003,104.0498
2025-11-13,AC003,104.5731
2025-11-14,AC003,103.998
2025-11-17,AC003,106.2364
2025-11-18,AC003,106.0685
2025-11-19,AC003,105.2598
2025-11-20,AC003,106.3306
2025-11-21,AC003,109.1725
2025-11-24,AC003,111.2061
2025-11-25,AC003,110.048
2025-11-26,AC003,110.3968
2025-11-27,AC003,111.4739
2025-11-28,AC003,111.173
2025-12-01,AC003,110.7002
2025-12-02,AC003,110.2346
2025-12-03,AC003,110.4686
2025-12-04,AC003,110.3885
2025-12-05,AC003,108.9468
2025-12-08,AC003,110.3191
2025-12-09,AC003,109.2049
2025-12-10,AC003,109.5721
2025-12-11,AC003,109.3448
2025-12-12,AC003,107.9691
2025-12-15,AC003,106.2871
2025-12-16,AC003,107.7147
2025-12-17,AC003,107.8258
2025-12-18,AC003,107.8613
2025-12-19,AC003,108.5467
2025-12-22,AC003,107.6345
2025-12-23,AC003,109.5144
2025-12-24,AC003,110.8582
2025-12-25,AC003,109.8431
2025-12-26,AC003,109.9603
2025-12-29,AC003,109.7469
2025-12-30,AC003,109.3967
2025-12-31,AC003,107.2274
2025-01-02,AC004,98.5082
2025-01-03,AC004,98.3808
2025-01-06,AC004,98.3046
2025-01-07,AC004,98.2494
2025-01-08,AC004,98.2899
2025-01-09,AC004,97.9695
2025-01-10,AC004,98.1893
2025-01-13,AC004,98.6501
2025-01-14,AC004,98.3883
2025-01-15,AC004,98.3796
2025-01-16,AC004,98.7339
2025-01-17,AC004,99.2889
2025-01-20,AC004,99.2913
2025-01-21,AC004,99.3076
2025-01-22,AC004,99.1872
2025-01-23,AC004,98.9734
2025-01-24,AC004,99.1003
2025-01-27,AC004,99.3668
2025-01-28,AC004,99.3876
2025-01-29,AC004,99.4967
2025-01-30,AC004,99.6306
2025-01-31,AC004,99.4349
2025-02-03,AC004,98.8829
2025-02-04,AC004,98.6666
2025-02-05,AC004,98.4451
2025-02-06,AC004,98.3725
2025-02-07,AC004,97.8223
2025-02-10,AC004,97.9133
2025-02-11,AC004,98.211
2025-02-12,AC004,98.1411
2025-02-13,AC004,98.2025
2025-02-14,AC004,98.2997
2025-02-17,AC004,98.3028
2025-02-18,AC004,98.601
2025-02-19,AC004,98.5337
2025-02-20,AC004,98.3201
2025-02-21,AC004,98.2819
2025-02-24,AC004,98.1847
2025-02-25,AC004,98.5802
2025-02-26,AC004,98.8266
2025-02-27,AC004,99.4818
2025-02-28,AC004,99.0824
2025-03-03,AC004,99.4958
2025-03-04,AC004,99.3915
2025-03-05,AC004,98.9472
2025-03-06,AC004,98.9318
2025-03-07,AC004,99.0012
2025-03-10,AC004,98.5992
2025-03-11,AC004,98.5122
2025-03-12,AC004,98.9119
2025-03-13,AC004,98.71
2025-03-14,AC004,98.7491
2025-03-17,AC004,98.3369
2025-03-18,AC004,98.2738
2025-03-19,AC004,98.401
2025-03-20,AC004,98.3054
2025-03-21,AC004,98.5668
2025-03-24,AC004,98.6313
2025-03-25,AC004,98.8317
2025-03-26,AC004,99.24
2025-03-27,AC004,99.0012
2025-03-28,AC004,99.4599
2025-03-31,AC004,99.7029
2025-04-01,AC004,99.7581
2025-04-02,AC004,100.1761
2025-04-03,AC004,100.8375
2025-04-04,AC004,100.5563
2025-04-07,AC004,100.3873
2025-04-08,AC004,100.8624
2025-04-09,AC004,100.4318
2025-04-10,AC004,100.7695
2025-04-11,AC004,100.3379
2025-04-14,AC004,100.1156
2025-04-15,AC004,100.3826
2025-04-16,AC004,100.6169
2025-04-17,AC004,100.8263
2025-04-18,AC004,100.5483
2025-04-21,AC004,100.934
2025-04-22,AC004,101.2195
2025-04-23,AC004,100.7146
2025-04-24,AC004,101.6742
2025-04-25,AC004,101.3125
2025-04-28,AC004,101.0373
2025-04-29,AC004,100.6074
2025-04-30,AC004,100.4088
2025-05-01,AC004,100.6102
2025-05-02,AC004,100.6536
2025-05-05,AC004,101.2805
2025-05-06,AC004,101.4076
2025-05-07,AC004,101.3029
2025-05-08,AC004,101.3709
2025-05-09,AC004,101.3237
2025-05-12,AC004,101.4352
2025-05-13,AC004,101.8957
2025-05-14,AC004,101.3711
2025-05-15,AC004,101.2112
2025-05-16,AC004,101.0622
