date,job_id,well_id,well_name,basin,region,well_type,rig_id,rig_name,contractor_id,contractor_name,operation_phase,afe_budget_cad,actual_cost_cad,cumulative_actual_cost_cad,cost_variance_cad,cost_variance_pct,planned_days,elapsed_days,schedule_variance_days,drilling_days,depth_drilled_m,cumulative_depth_m,target_depth_m,progress_pct,productive_hours,rig_available_hours,rig_utilization_pct,npt_hours,npt_pct,npt_cost_impact_cad,hse_incident_count,recordable_count,lost_time_count,cost_per_meter_cad,forecast_final_cost_cad,forecast_variance_cad,risk_flag
2025-02-13,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Intermediate,3815248.57,81714.88,1794860.84,-393993.51,-0.18,43,24,-0.6696,24,63.54,1893.25,3300,0.5737,17.31,24.0,0.7212,4.62,0.1925,39207.43,0.0,0.0,0.0,948.0316,3128504.3032,-686744.2668,Normal
2025-02-14,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Intermediate,3815248.57,88053.58,1882914.42,-436456.1152,-0.1882,43,25,-1.1406,25,112.89,2006.14,3300,0.6079,12.83,24.0,0.5346,9.3,0.3875,73043.32,0.0,0.0,0.0,938.5758,3097300.0817,-717948.4883,Medium
2025-02-15,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Intermediate,3815248.57,87477.87,1970392.29,-467204.7055,-0.1917,43,26,-1.4731,26,102.26,2108.4,3300,0.6389,13.38,24.0,0.5575,10.1,0.4208,58882.38,0.0,0.0,0.0,934.5439,3083994.7624,-731253.8076,Medium
2025-02-16,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Intermediate,3815248.57,66732.34,2037124.63,-541613.4398,-0.21,43,27,-2.0638,27,122.08,2230.48,3300,0.6759,15.18,24.0,0.6325,5.71,0.2379,41723.55,0.0,0.0,0.0,913.3122,3013930.3105,-801318.2595,Normal
2025-02-17,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Intermediate,3815248.57,61484.95,2098609.58,-574307.3227,-0.2149,43,28,-2.1253,28,81.46,2311.94,3300,0.7006,18.33,24.0,0.7637,3.35,0.1396,24169.44,0.0,0.0,0.0,907.7267,2995497.9861,-819750.5839,Normal
2025-02-18,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,73771.12,2172380.7,-600923.4855,-0.2167,43,29,-2.2567,29,86.83,2398.77,3300,0.7269,15.32,24.0,0.6383,5.15,0.2146,32664.79,0.0,0.0,0.0,905.6228,2988555.097,-826693.473,Normal
2025-02-19,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,64811.35,2237192.05,-575143.2845,-0.2045,43,30,-1.6966,30,33.76,2432.53,3300,0.7371,16.17,24.0,0.6738,3.6,0.15,28614.42,0.0,0.0,0.0,919.6976,3035002.1439,-780246.4261,Normal
2025-02-20,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,72728.52,2309920.57,-570245.2596,-0.198,43,31,-1.4611,31,58.67,2491.2,3300,0.7549,21.43,24.0,0.8929,0.0,0.0,0.0,0.0,0.0,0.0,927.2321,3059865.8803,-755382.6897,Normal
2025-02-21,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,94195.05,2404115.62,-531382.8752,-0.181,43,32,-1.0847,32,47.86,2539.06,3300,0.7694,11.99,24.0,0.4996,10.77,0.4488,89017.0,0.0,0.0,0.0,946.8526,3124613.6547,-690634.9153,Medium
2025-02-22,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,73511.82,2477627.44,-531967.807,-0.1768,43,33,-0.9198,33,64.09,2603.15,3300,0.7888,18.34,24.0,0.7642,4.87,0.2029,42557.83,1.0,0.0,0.0,951.7805,3140875.6898,-674372.8802,Normal
2025-02-23,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,84816.58,2562444.02,-564013.4468,-0.1804,43,34,-1.2369,34,101.08,2704.23,3300,0.8195,8.11,24.0,0.3379,11.82,0.4925,108451.49,0.0,0.0,0.0,947.5688,3126977.0937,-688271.4763,Medium
2025-02-24,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,80599.1,2643043.12,-774934.0216,-0.2267,43,35,-3.5225,35,252.15,2956.38,3300,0.8959,13.46,24.0,0.5608,8.44,0.3517,57172.42,0.0,0.0,0.0,894.0133,2950243.9795,-865004.5905,Medium
2025-02-25,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,90241.06,2733284.18,-759263.7291,-0.2174,43,36,-3.363,36,64.5,3020.88,3300,0.9154,12.51,24.0,0.5212,10.11,0.4212,57624.07,1.0,0.0,0.0,904.7973,2985831.2128,-829417.3572,Medium
2025-02-26,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,63681.21,2796965.39,-781679.9619,-0.2184,43,37,-3.3333,37,74.47,3095.35,3300,0.938,21.43,24.0,0.8929,0.0,0.0,0.0,0.0,0.0,0.0,903.6023,2981887.6014,-833360.9686,Normal
2025-02-27,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,91733.14,2888698.53,-721821.4895,-0.1999,43,38,-2.6926,38,27.57,3122.92,3300,0.9463,13.36,24.0,0.5567,8.61,0.3587,75367.83,0.0,0.0,0.0,924.9992,3052497.3899,-762751.1801,Medium
2025-02-28,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,73586.62,2962285.15,-743188.3134,-0.2006,43,39,-2.7628,39,82.13,3205.05,3300,0.9712,17.94,24.0,0.7475,3.5,0.1458,31917.12,0.0,0.0,0.0,924.2555,3050043.2115,-765205.3585,Normal
2025-03-01,JOB0002,WELL002,Red River 02,Williston,Manitoba,Horizontal,RIG002,Rig 18,CON002,Prairie Directional,Production,3815248.57,61322.73,3023607.88,-791640.69,-0.2075,43,40,-3.0,40,94.96,3300.01,3300,1.0,19.59,24.0,0.8162,0.0,0.0,0.0,0.0,0.0,0.0,916.242,3023607.88,-791640.69,Normal
2025-02-02,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Surface,4994935.63,45521.7,45521.7,-66243.0304,0.0,48,1,-0.074,1,91.74,91.74,4100,0.0224,21.12,24.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,496.2034,4994935.63,0.0,Normal
2025-02-03,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Surface,4994935.63,40989.7,86511.4,-64993.5256,0.0,48,2,0.5441,2,32.62,124.36,4100,0.0303,23.05,24.0,0.9604,0.0,0.0,0.0,0.0,0.0,0.0,695.6529,4994935.63,0.0,Normal
2025-02-04,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Surface,4994935.63,49254.17,135765.57,-103491.8467,0.0,48,3,0.7008,3,72.03,196.39,4100,0.0479,19.89,24.0,0.8288,0.0,0.0,0.0,0.0,0.0,0.0,691.3059,4994935.63,0.0,Normal
2025-02-05,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Surface,4994935.63,48144.87,183910.44,-96086.159,0.0,48,4,1.3093,4,33.44,229.83,4100,0.0561,19.87,24.0,0.8279,0.0,0.0,0.0,0.0,0.0,0.0,800.2021,4994935.63,0.0,Normal
2025-02-06,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,43005.74,226916.18,-214136.6361,0.0,48,5,0.7616,5,132.2,362.03,4100,0.0883,21.02,24.0,0.8758,0.0,0.0,0.0,0.0,0.0,0.0,626.7883,4994935.63,0.0,Normal
2025-02-07,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,51081.47,277997.65,-234568.025,-0.4576,48,6,1.0744,6,58.7,420.73,4100,0.1026,16.61,24.0,0.6921,4.06,0.1692,31911.64,0.0,0.0,0.0,660.7507,2709077.9479,-2285857.6821,Normal
2025-02-08,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,46805.38,324803.03,-231510.9715,-0.4162,48,7,1.654,7,35.91,456.64,4100,0.1114,19.59,24.0,0.8162,0.0,0.0,0.0,0.0,0.0,0.0,711.289,2916285.0889,-2078650.5411,Normal
2025-02-09,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,58384.63,383187.66,-267116.4107,-0.4108,48,8,1.7508,8,77.15,533.79,4100,0.1302,13.6,24.0,0.5667,7.4,0.3083,47501.2,0.0,0.0,0.0,717.8622,2943234.9913,-2051700.6387,Medium
2025-02-10,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,53059.97,436247.63,-437451.8911,-0.5007,48,9,0.604,9,183.37,717.16,4100,0.1749,20.0,24.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,608.2989,2494025.4378,-2500910.1922,Normal
2025-02-11,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,48614.97,484862.6,-422120.2482,-0.4654,48,10,1.2841,10,27.32,744.48,4100,0.1816,18.03,24.0,0.7513,0.0,0.0,0.0,0.0,0.0,0.0,651.2769,2670235.144,-2324700.486,Normal
2025-02-12,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,55893.44,540756.04,-453601.6335,-0.4562,48,11,1.4445,11,71.72,816.2,4100,0.1991,16.7,24.0,0.6958,5.05,0.2104,35220.87,0.0,0.0,0.0,662.5288,2716368.248,-2278567.382,Normal
2025-02-13,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,49130.41,589886.45,-478968.861,-0.4481,48,12,1.7286,12,61.15,877.35,4100,0.214,22.24,24.0,0.9267,0.0,0.0,0.0,1.0,1.0,0.0,672.3502,2756635.8295,-2238299.8005,Medium
2025-02-14,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,68967.42,658853.87,-453225.9083,-0.4075,48,13,2.3132,13,35.48,912.83,4100,0.2226,11.44,24.0,0.4767,9.95,0.4146,67426.32,0.0,0.0,0.0,721.7706,2959259.5193,-2035676.1107,Medium
2025-02-15,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,64025.75,722879.62,-582857.4675,-0.4464,48,14,1.4522,14,158.96,1071.79,4100,0.2614,16.18,24.0,0.6742,7.31,0.3046,52083.4,0.0,0.0,0.0,674.4601,2765286.5225,-2229649.1075,Medium
2025-02-16,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,52135.64,775015.26,-633836.7914,-0.4499,48,15,1.4613,15,84.64,1156.43,4100,0.2821,17.83,24.0,0.7429,3.69,0.1538,21129.12,0.0,0.0,0.0,670.1791,2747734.4638,-2247201.1662,Normal
2025-02-17,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,49677.29,824692.55,-607562.6022,-0.4242,48,16,2.2364,16,19.21,1175.64,4100,0.2867,23.92,24.0,0.9967,0.0,0.0,0.0,0.0,0.0,0.0,701.4839,2876084.0521,-2118851.5779,Medium
2025-02-18,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,44255.43,868947.98,-700022.2152,-0.4462,48,17,1.9226,17,112.22,1287.86,4100,0.3141,19.49,24.0,0.8121,0.0,0.0,0.0,0.0,0.0,0.0,674.7224,2766361.808,-2228573.822,Normal
2025-02-19,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,49302.59,918250.57,-717371.559,-0.4386,48,18,2.2821,18,54.71,1342.57,4100,0.3275,19.36,24.0,0.8067,3.38,0.1408,25268.37,0.0,0.0,0.0,683.9499,2804194.4457,-2190741.1843,Medium
2025-02-20,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,69890.26,988140.83,-727790.1177,-0.4241,48,19,2.5104,19,65.92,1408.49,4100,0.3435,11.42,24.0,0.4758,10.32,0.43,93964.76,0.0,0.0,0.0,701.5604,2876397.7046,-2118537.9254,Medium
2025-02-21,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,52966.89,1041107.72,-947059.4023,-0.4763,48,20,0.8942,20,223.46,1631.95,4100,0.398,18.12,24.0,0.755,3.63,0.1512,23670.77,0.0,0.0,0.0,637.9532,2615608.1081,-2379327.5219,Normal
2025-02-22,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,79906.38,1121014.1,-1036298.5986,-0.4804,48,21,0.2688,21,138.84,1770.79,4100,0.4319,8.03,24.0,0.3346,13.29,0.5538,105496.35,0.0,0.0,0.0,633.0587,2595540.8659,-2399394.7641,Medium
2025-02-23,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,54435.8,1175449.9,-1044689.3426,-0.4706,48,22,0.6651,22,51.57,1822.36,4100,0.4445,18.34,24.0,0.7642,3.67,0.1529,25412.77,0.0,0.0,0.0,645.0152,2644562.3203,-2350373.3097,Normal
2025-02-24,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,45695.61,1221145.51,-1066230.4393,-0.4661,48,23,1.0189,23,55.19,1877.55,4100,0.4579,20.87,24.0,0.8696,0.0,0.0,0.0,0.0,0.0,0.0,650.3931,2666611.5901,-2328324.0399,Normal
2025-02-25,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,47183.73,1268329.24,-1268708.2114,-0.5001,48,24,-0.3803,24,204.93,2082.48,4100,0.5079,19.46,24.0,0.8108,0.0,0.0,0.0,0.0,0.0,0.0,609.0475,2497094.7543,-2497840.8757,Normal
2025-02-26,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,43082.0,1311411.24,-1263136.9597,-0.4906,48,25,0.2593,25,30.79,2113.27,4100,0.5154,22.13,24.0,0.9221,0.0,0.0,0.0,0.0,0.0,0.0,620.5602,2544296.7931,-2450638.8369,Normal
2025-02-27,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,60630.43,1372041.67,-1305170.7311,-0.4875,48,26,0.2727,26,84.27,2197.54,4100,0.536,19.9,24.0,0.8292,3.87,0.1612,28007.18,0.0,0.0,0.0,624.3534,2559849.1254,-2435086.5046,Normal
2025-02-28,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,51420.92,1423462.59,-1395739.9934,-0.4951,48,27,-0.0918,27,116.55,2314.09,4100,0.5644,20.72,24.0,0.8633,0.0,0.0,0.0,0.0,0.0,0.0,615.1284,2522026.6364,-2472908.9936,Normal
2025-03-01,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,51980.34,1475442.93,-1471435.0812,-0.4993,48,28,-0.3187,28,104.8,2418.89,4100,0.59,18.89,24.0,0.7871,3.11,0.1296,25049.54,0.0,0.0,0.0,609.9669,2500864.4515,-2494071.1785,Normal
2025-03-02,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,41971.86,1517414.79,-1553910.215,-0.5059,48,29,-0.5146,29,102.15,2521.04,4100,0.6149,20.95,24.0,0.8729,0.0,0.0,0.0,0.0,0.0,0.0,601.9003,2467791.3238,-2527144.3062,Normal
2025-03-03,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,73622.43,1591037.22,-1522013.7717,-0.4889,48,30,0.0844,30,34.25,2555.29,4100,0.6232,10.0,24.0,0.4167,11.3,0.4708,105890.54,0.0,0.0,0.0,622.6445,2552842.3788,-2442093.2512,Medium
2025-03-04,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,53145.7,1644182.92,-1535836.7575,-0.483,48,31,0.4409,31,54.97,2610.26,4100,0.6366,21.19,24.0,0.8829,0.0,0.0,0.0,0.0,0.0,0.0,629.8924,2582558.8148,-2412376.8152,Normal
2025-03-05,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,47266.37,1691449.29,-1540030.4072,-0.4766,48,32,0.9463,32,42.24,2652.5,4100,0.647,18.77,24.0,0.7821,0.0,0.0,0.0,0.0,0.0,0.0,637.6812,2614492.7762,-2380442.8538,Normal
2025-03-06,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,53311.1,1744760.39,-1539275.7763,-0.4687,48,33,1.4413,33,43.14,2695.64,4100,0.6575,18.67,24.0,0.7779,3.16,0.1317,17509.39,0.0,0.0,0.0,647.2527,2653736.2552,-2341199.3748,Normal
2025-03-07,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,49798.21,1794558.6,-1521725.358,-0.4589,48,34,2.1314,34,26.47,2722.11,4100,0.6639,20.03,24.0,0.8346,0.0,0.0,0.0,0.0,0.0,0.0,659.2528,2702936.4206,-2291999.2094,Medium
2025-03-08,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,47961.7,1842520.3,-1533045.016,-0.4542,48,35,2.5617,35,48.66,2770.77,4100,0.6758,22.7,24.0,0.9458,0.0,0.0,0.0,0.0,0.0,0.0,664.9849,2726438.2211,-2268497.4089,Medium
2025-03-09,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,39865.59,1882385.89,-1579323.7914,-0.4562,48,36,2.7339,36,70.71,2841.48,4100,0.693,21.52,24.0,0.8967,0.0,0.0,0.0,0.0,0.0,0.0,662.4667,2716113.4863,-2278822.1437,Medium
2025-03-10,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Intermediate,4994935.63,76771.56,1959157.45,-1618446.9208,-0.4524,48,37,2.6202,37,95.13,2936.61,4100,0.7162,12.35,24.0,0.5146,11.52,0.48,71860.56,0.0,0.0,0.0,667.1493,2735312.3312,-2259623.2988,Medium
2025-03-11,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,52257.19,2011414.64,-1654076.2324,-0.4513,48,38,2.7756,38,72.14,3008.75,4100,0.7338,22.84,24.0,0.9517,0.0,0.0,0.0,0.0,0.0,0.0,668.5217,2740938.9361,-2253996.6939,Medium
2025-03-12,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,76813.96,2088228.6,-1663382.2723,-0.4434,48,39,2.948,39,70.69,3079.44,4100,0.7511,13.05,24.0,0.5438,9.95,0.4146,55484.51,0.0,0.0,0.0,678.1196,2780290.332,-2214645.298,Medium
2025-03-13,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,49151.76,2137380.36,-1701166.7578,-0.4432,48,40,3.1126,40,71.36,3150.8,4100,0.7685,21.05,24.0,0.8771,0.0,0.0,0.0,0.0,0.0,0.0,678.3612,2781280.7782,-2213654.8518,Medium
2025-03-14,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,50454.44,2187834.8,-1701758.1234,-0.4375,48,41,3.622,41,41.9,3192.7,4100,0.7787,19.44,24.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,685.2616,2809572.6752,-2185362.9548,Medium
2025-03-15,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,52139.98,2239974.78,-1788830.6542,-0.444,48,42,3.2843,42,114.27,3306.97,4100,0.8066,19.67,24.0,0.8196,0.0,0.0,0.0,0.0,0.0,0.0,677.3496,2777133.3269,-2217802.3031,Medium
2025-03-16,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,48763.27,2288738.05,-1792867.5087,-0.4393,48,43,3.7769,43,43.34,3350.31,4100,0.8171,19.57,24.0,0.8154,0.0,0.0,0.0,0.0,0.0,0.0,683.1422,2800882.9049,-2194052.7251,Medium
2025-03-17,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,55076.73,2343814.78,-1764812.1622,-0.4295,48,44,4.5172,44,22.18,3372.49,4100,0.8226,17.98,24.0,0.7492,3.43,0.1429,20002.26,0.0,0.0,0.0,694.9805,2849420.0422,-2145515.5878,Medium
2025-03-18,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,53576.94,2397391.72,-1742959.1548,-0.421,48,45,5.2123,45,26.04,3398.53,4100,0.8289,17.66,24.0,0.7358,4.46,0.1858,38348.69,0.0,0.0,0.0,705.4202,2892222.8293,-2102712.8007,High
2025-03-19,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,69126.26,2466517.98,-1741520.364,-0.4139,48,46,5.5619,46,55.56,3454.09,4100,0.8425,12.8,24.0,0.5333,9.5,0.3958,63005.57,0.0,0.0,0.0,714.0862,2927753.3932,-2067182.2368,High
2025-03-20,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,52458.85,2518976.83,-1765873.8777,-0.4121,48,47,5.8237,47,63.05,3517.14,4100,0.8578,20.89,24.0,0.8704,0.0,0.0,0.0,0.0,0.0,0.0,716.2003,2936421.3546,-2058514.2754,High
2025-03-21,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,57711.71,2576688.54,-1828942.1478,-0.4151,48,48,5.6631,48,99.14,3616.28,4100,0.882,18.82,24.0,0.7842,0.0,0.0,0.0,0.0,0.0,0.0,712.5246,2921350.9501,-2073584.6799,High
2025-03-22,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,69082.55,2645771.09,-1826572.4454,-0.4084,48,49,6.022,49,54.76,3671.04,4100,0.8954,9.02,24.0,0.3758,10.94,0.4558,96939.49,0.0,0.0,0.0,720.7143,2954928.7039,-2040006.9261,High
2025-03-23,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,38723.95,2684495.04,-1906082.2766,-0.4152,48,50,5.8858,50,97.05,3768.09,4100,0.919,20.25,24.0,0.8438,0.0,0.0,0.0,0.0,0.0,0.0,712.4286,2920957.2128,-2073978.4172,High
2025-03-24,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,52360.95,2736855.99,-1910627.0445,-0.4111,48,51,6.3389,51,46.71,3814.8,4100,0.9304,21.56,24.0,0.8983,0.0,0.0,0.0,0.0,0.0,0.0,717.4311,2941467.327,-2053468.303,High
2025-03-25,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,43643.51,2780499.5,-1972912.7181,-0.4151,48,52,6.321,52,86.95,3901.75,4100,0.9516,20.11,24.0,0.8379,0.0,0.0,0.0,0.0,0.0,0.0,712.6288,2921778.1636,-2073157.4664,High
2025-03-26,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,53799.7,2834299.2,-1960729.3599,-0.4089,48,53,6.9211,53,34.16,3935.91,4100,0.96,19.53,24.0,0.8138,0.0,0.0,0.0,0.0,0.0,0.0,720.1128,2952462.5106,-2042473.1194,High
2025-03-27,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,55336.22,2889635.42,-2059358.985,-0.4161,48,54,6.4415,54,126.38,4062.29,4100,0.9908,17.15,24.0,0.7146,4.3,0.1792,35104.74,0.0,0.0,0.0,711.3316,2916459.7363,-2078475.8937,High
2025-03-28,JOB0003,WELL003,Foothills 03,Deep Basin,Alberta,Directional,RIG003,Rig 23,CON003,Redline Fluids,Production,4994935.63,85191.7,2974827.12,-2020108.51,-0.4044,48,55,7.0,55,37.75,4100.04,4100,1.0,6.73,24.0,0.2804,15.45,0.6437,109529.64,0.0,0.0,0.0,725.5605,2974827.12,-2020108.51,High
2025-02-21,JOB0004,WELL004,Clearwater 04,Clearwater,Alberta,Horizontal,RIG004,Rig 31,CON004,Summit Cementing,Surface,3363264.63,67621.3,67621.3,37576.136,0.0,41,1,0.6337,1,25.46,25.46,2850,0.0089,16.67,24.0,0.6946,4.51,0.1879,28044.1,0.0,0.0,0.0,2655.9819,3363264.63,0.0,Normal
