date,job_id,well_id,rig_id,operation_phase,depth_drilled_m,cumulative_depth_m,drilling_hours,productive_hours,standby_hours,maintenance_hours,rig_available_hours
2025-02-16,JOB0002,WELL002,RIG002,Intermediate,122.08,2230.48,15.18,15.18,3.11,0.0,24.0
2025-02-17,JOB0002,WELL002,RIG002,Intermediate,81.46,2311.95,18.33,18.33,1.29,1.03,24.0
2025-02-18,JOB0002,WELL002,RIG002,Production,86.83,2398.77,15.32,15.32,1.23,2.31,24.0
2025-02-19,JOB0002,WELL002,RIG002,Production,33.76,2432.53,16.17,16.17,2.45,1.78,24.0
2025-02-20,JOB0002,WELL002,RIG002,Production,58.67,2491.2,21.43,21.43,0.0,0.53,24.0
2025-02-21,JOB0002,WELL002,RIG002,Production,47.86,2539.06,11.99,11.99,0.04,1.2,24.0
2025-02-22,JOB0002,WELL002,RIG002,Production,64.09,2603.15,18.34,18.34,0.53,0.26,24.0
2025-02-23,JOB0002,WELL002,RIG002,Production,101.08,2704.22,8.11,8.11,2.78,1.28,24.0
2025-02-24,JOB0002,WELL002,RIG002,Production,252.15,2956.37,13.46,13.46,0.0,2.1,24.0
2025-02-25,JOB0002,WELL002,RIG002,Production,64.5,3020.87,12.51,12.51,0.0,1.37,24.0
2025-02-26,JOB0002,WELL002,RIG002,Production,74.47,3095.34,21.43,21.43,0.0,2.57,24.0
2025-02-27,JOB0002,WELL002,RIG002,Production,27.57,3122.91,13.36,13.36,1.1,0.93,24.0
2025-02-28,JOB0002,WELL002,RIG002,Production,82.13,3205.04,17.94,17.94,1.17,1.39,24.0
2025-03-01,JOB0002,WELL002,RIG002,Production,94.96,3300.0,19.59,19.59,0.29,1.49,24.0
2025-02-02,JOB0003,WELL003,RIG003,Surface,91.74,91.74,21.12,21.12,0.2,2.68,24.0
2025-02-03,JOB0003,WELL003,RIG003,Surface,32.62,124.36,23.05,23.05,0.69,0.0,24.0
2025-02-04,JOB0003,WELL003,RIG003,Surface,72.03,196.38,19.89,19.89,1.3,1.26,24.0
2025-02-05,JOB0003,WELL003,RIG003,Surface,33.44,229.83,19.87,19.87,0.0,1.48,24.0
2025-02-06,JOB0003,WELL003,RIG003,Intermediate,132.2,362.02,21.02,21.02,1.55,1.39,24.0
2025-02-07,JOB0003,WELL003,RIG003,Intermediate,58.7,420.72,16.61,16.61,2.83,0.49,24.0
2025-02-08,JOB0003,WELL003,RIG003,Intermediate,35.91,456.63,19.59,19.59,0.72,1.2,24.0
2025-02-09,JOB0003,WELL003,RIG003,Intermediate,77.15,533.78,13.6,13.6,1.81,1.18,24.0
2025-02-10,JOB0003,WELL003,RIG003,Intermediate,183.37,717.15,20.0,20.0,0.36,1.25,24.0
2025-02-11,JOB0003,WELL003,RIG003,Intermediate,27.32,744.46,18.03,18.03,1.6,2.61,24.0
2025-02-12,JOB0003,WELL003,RIG003,Intermediate,71.72,816.18,16.7,16.7,0.48,1.77,24.0
2025-02-13,JOB0003,WELL003,RIG003,Intermediate,61.15,877.33,22.24,22.24,1.07,0.69,24.0
2025-02-14,JOB0003,WELL003,RIG003,Intermediate,35.48,912.81,11.44,11.44,1.95,0.66,24.0
2025-02-15,JOB0003,WELL003,RIG003,Intermediate,158.96,1071.76,16.18,16.18,0.51,0.0,24.0
2025-02-16,JOB0003,WELL003,RIG003,Intermediate,84.64,1156.4,17.83,17.83,1.29,1.2,24.0
2025-02-17,JOB0003,WELL003,RIG003,Intermediate,19.21,1175.61,23.92,23.92,0.03,0.0,24.0
2025-02-18,JOB0003,WELL003,RIG003,Intermediate,112.22,1287.83,19.49,19.49,1.36,0.95,24.0
2025-02-19,JOB0003,WELL003,RIG003,Intermediate,54.71,1342.54,19.36,19.36,1.18,0.08,24.0
2025-02-20,JOB0003,WELL003,RIG003,Intermediate,65.92,1408.46,11.42,11.42,1.46,0.8,24.0
2025-02-21,JOB0003,WELL003,RIG003,Intermediate,223.46,1631.92,18.12,18.12,1.04,1.2,24.0
2025-02-22,JOB0003,WELL003,RIG003,Intermediate,138.84,1770.76,8.03,8.03,1.29,1.4,24.0
2025-02-23,JOB0003,WELL003,RIG003,Intermediate,51.57,1822.32,18.34,18.34,1.99,0.0,24.0
2025-02-24,JOB0003,WELL003,RIG003,Intermediate,55.19,1877.52,20.87,20.87,2.01,0.37,24.0
2025-02-25,JOB0003,WELL003,RIG003,Intermediate,204.93,2082.45,19.46,19.46,0.02,1.91,24.0
2025-02-26,JOB0003,WELL003,RIG003,Intermediate,30.79,2113.24,22.13,22.13,0.72,0.62,24.0
2025-02-27,JOB0003,WELL003,RIG003,Intermediate,84.27,2197.51,19.9,19.9,0.0,0.23,24.0
2025-02-28,JOB0003,WELL003,RIG003,Intermediate,116.55,2314.06,20.72,20.72,0.95,1.66,24.0
2025-03-01,JOB0003,WELL003,RIG003,Intermediate,104.8,2418.85,18.89,18.89,1.39,0.61,24.0
2025-03-02,JOB0003,WELL003,RIG003,Intermediate,102.15,2521.0,20.95,20.95,0.45,2.24,24.0
2025-03-03,JOB0003,WELL003,RIG003,Intermediate,34.25,2555.25,10.0,10.0,0.8,1.89,24.0
2025-03-04,JOB0003,WELL003,RIG003,Intermediate,54.97,2610.22,21.19,21.19,0.07,2.2,24.0
2025-03-05,JOB0003,WELL003,RIG003,Intermediate,42.24,2652.46,18.77,18.77,1.05,1.2,24.0
2025-03-06,JOB0003,WELL003,RIG003,Intermediate,43.14,2695.6,18.67,18.67,0.89,1.28,24.0
2025-03-07,JOB0003,WELL003,RIG003,Intermediate,26.47,2722.07,20.03,20.03,0.83,0.48,24.0
2025-03-08,JOB0003,WELL003,RIG003,Intermediate,48.66,2770.73,22.7,22.7,0.03,0.1,24.0
2025-03-09,JOB0003,WELL003,RIG003,Intermediate,70.71,2841.44,21.52,21.52,1.42,1.06,24.0
2025-03-10,JOB0003,WELL003,RIG003,Intermediate,95.13,2936.57,12.35,12.35,0.12,0.02,24.0
2025-03-11,JOB0003,WELL003,RIG003,Production,72.14,3008.71,22.84,22.84,0.0,0.0,24.0
2025-03-12,JOB0003,WELL003,RIG003,Production,70.69,3079.4,13.05,13.05,0.0,1.0,24.0
2025-03-13,JOB0003,WELL003,RIG003,Production,71.36,3150.76,21.05,21.05,1.85,0.0,24.0
2025-03-14,JOB0003,WELL003,RIG003,Production,41.9,3192.66,19.44,19.44,2.3,0.75,24.0
2025-03-15,JOB0003,WELL003,RIG003,Production,114.27,3306.93,19.67,19.67,0.95,1.05,24.0
2025-03-16,JOB0003,WELL003,RIG003,Production,43.34,3350.27,19.57,19.57,0.67,2.44,24.0
2025-03-17,JOB0003,WELL003,RIG003,Production,22.18,3372.45,17.98,17.98,0.33,2.26,24.0
2025-03-18,JOB0003,WELL003,RIG003,Production,26.04,3398.49,17.66,17.66,0.38,1.5,24.0
2025-03-19,JOB0003,WELL003,RIG003,Production,55.56,3454.05,12.8,12.8,0.39,1.31,24.0
2025-03-20,JOB0003,WELL003,RIG003,Production,63.05,3517.1,20.89,20.89,0.44,0.95,24.0
2025-03-21,JOB0003,WELL003,RIG003,Production,99.14,3616.24,18.82,18.82,0.36,1.89,24.0
2025-03-22,JOB0003,WELL003,RIG003,Production,54.76,3671.0,9.02,9.02,0.96,3.09,24.0
2025-03-23,JOB0003,WELL003,RIG003,Production,97.05,3768.04,20.25,20.25,1.35,2.4,24.0
2025-03-24,JOB0003,WELL003,RIG003,Production,46.71,3814.75,21.56,21.56,0.63,0.0,24.0
2025-03-25,JOB0003,WELL003,RIG003,Production,86.95,3901.7,20.11,20.11,0.87,1.78,24.0
2025-03-26,JOB0003,WELL003,RIG003,Production,34.16,3935.87,19.53,19.53,1.19,1.3,24.0
2025-03-27,JOB0003,WELL003,RIG003,Production,126.38,4062.25,17.15,17.15,1.09,1.45,24.0
2025-03-28,JOB0003,WELL003,RIG003,Production,37.75,4100.0,6.73,6.73,0.66,1.16,24.0
2025-02-21,JOB0004,WELL004,RIG004,Surface,25.46,25.46,16.67,16.67,0.69,2.13,24.0
2025-02-22,JOB0004,WELL004,RIG004,Surface,77.93,103.39,19.38,19.38,0.0,3.36,24.0
2025-02-23,JOB0004,WELL004,RIG004,Surface,45.02,148.41,7.56,7.56,2.74,0.02,24.0
2025-02-24,JOB0004,WELL004,RIG004,Surface,93.98,242.39,23.69,23.69,0.0,0.31,24.0
2025-02-25,JOB0004,WELL004,RIG004,Intermediate,102.29,344.68,17.08,17.08,1.06,0.72,24.0
2025-02-26,JOB0004,WELL004,RIG004,Intermediate,46.47,391.15,15.09,15.09,1.76,0.43,24.0
2025-02-27,JOB0004,WELL004,RIG004,Intermediate,93.24,484.39,18.98,18.98,0.32,0.0,24.0
2025-02-28,JOB0004,WELL004,RIG004,Intermediate,79.86,564.24,19.78,19.78,1.36,0.0,24.0
2025-03-01,JOB0004,WELL004,RIG004,Intermediate,24.34,588.58,20.25,20.25,1.29,0.0,24.0
2025-03-02,JOB0004,WELL004,RIG004,Intermediate,59.6,648.18,15.68,15.68,2.22,2.42,24.0
2025-03-03,JOB0004,WELL004,RIG004,Intermediate,68.53,716.71,15.92,15.92,0.0,1.32,24.0
2025-03-04,JOB0004,WELL004,RIG004,Intermediate,87.98,804.69,19.19,19.19,0.18,0.46,24.0
2025-03-05,JOB0004,WELL004,RIG004,Intermediate,107.26,911.95,17.75,17.75,0.82,1.32,24.0
2025-03-06,JOB0004,WELL004,RIG004,Intermediate,72.21,984.16,19.78,19.78,2.57,0.21,24.0
2025-03-07,JOB0004,WELL004,RIG004,Intermediate,105.9,1090.06,20.87,20.87,0.88,0.75,24.0
2025-03-08,JOB0004,WELL004,RIG004,Intermediate,36.58,1126.64,21.9,21.9,1.64,0.0,24.0
2025-03-09,JOB0004,WELL004,RIG004,Intermediate,85.33,1211.97,20.32,20.32,0.53,0.8,24.0
2025-03-10,JOB0004,WELL004,RIG004,Intermediate,132.13,1344.1,17.8,17.8,0.41,0.7,24.0
2025-03-11,JOB0004,WELL004,RIG004,Intermediate,63.44,1407.54,18.84,18.84,1.11,1.18,24.0
2025-03-12,JOB0004,WELL004,RIG004,Intermediate,36.05,1443.59,19.99,19.99,0.09,0.45,24.0
2025-03-13,JOB0004,WELL004,RIG004,Intermediate,94.33,1537.92,18.95,18.95,2.32,0.71,24.0
2025-03-14,JOB0004,WELL004,RIG004,Intermediate,135.76,1673.68,15.02,15.02,0.91,0.68,24.0
2025-03-15,JOB0004,WELL004,RIG004,Intermediate,129.77,1803.46,20.15,20.15,1.21,1.0,24.0
2025-03-16,JOB0004,WELL004,RIG004,Intermediate,48.29,1851.74,22.41,22.41,0.94,0.46,24.0
2025-03-17,JOB0004,WELL004,RIG004,Intermediate,104.19,1955.93,20.04,20.04,1.76,2.21,24.0
2025-03-18,JOB0004,WELL004,RIG004,Intermediate,45.33,2001.26,17.75,17.75,2.79,0.79,24.0
2025-03-19,JOB0004,WELL004,RIG004,Production,111.77,2113.03,22.24,22.24,0.0,1.52,24.0
2025-03-20,JOB0004,WELL004,RIG004,Production,40.01,2153.04,18.01,18.01,0.43,1.84,24.0
2025-03-21,JOB0004,WELL004,RIG004,Production,49.39,2202.43,9.43,9.43,0.91,2.57,24.0
2025-03-22,JOB0004,WELL004,RIG004,Production,45.36,2247.8,17.73,17.73,0.0,1.53,24.0
2025-03-23,JOB0004,WELL004,RIG004,Production,35.87,2283.67,13.71,13.71,0.03,0.88,24.0
2025-03-24,JOB0004,WELL004,RIG004,Production,32.35,2316.02,17.72,17.72,1.86,1.12,24.0
2025-03-25,JOB0004,WELL004,RIG004,Production,134.03,2450.05,15.73,15.73,1.3,1.48,24.0
2025-03-26,JOB0004,WELL004,RIG004,Production,55.64,2505.69,17.31,17.31,1.59,1.15,24.0
2025-03-27,JOB0004,WELL004,RIG004,Production,52.82,2558.5,17.31,17.31,2.05,0.3,24.0
2025-03-28,JOB0004,WELL004,RIG004,Production,166.36,2724.86,18.41,18.41,1.57,1.56,24.0
2025-03-29,JOB0004,WELL004,RIG004,Production,98.99,2823.85,21.31,21.31,0.44,0.0,24.0
2025-03-30,JOB0004,WELL004,RIG004,Production,26.15,2850.0,19.77,19.77,0.99,1.57,24.0
2025-03-09,JOB0005,WELL005,RIG005,Surface,30.25,30.25,19.98,19.98,1.02,0.19,24.0
2025-03-10,JOB0005,WELL005,RIG005,Surface,137.46,167.71,23.09,23.09,0.0,0.91,24.0
2025-03-11,JOB0005,WELL005,RIG005,Surface,161.45,329.15,11.36,11.36,0.0,0.63,24.0
2025-03-12,JOB0005,WELL005,RIG005,Surface,106.24,435.39,19.88,19.88,0.47,0.82,24.0
2025-03-13,JOB0005,WELL005,RIG005,Intermediate,120.75,556.14,17.71,17.71,0.31,0.89,24.0
2025-03-14,JOB0005,WELL005,RIG005,Intermediate,60.95,617.09,18.68,18.68,0.64,1.23,24.0
2025-03-15,JOB0005,WELL005,RIG005,Intermediate,61.69,678.78,16.73,16.73,1.55,1.99,24.0
2025-03-16,JOB0005,WELL005,RIG005,Intermediate,102.04,780.81,14.67,14.67,2.12,2.33,24.0
2025-03-17,JOB0005,WELL005,RIG005,Intermediate,46.53,827.35,16.69,16.69,1.28,0.83,24.0
2025-03-18,JOB0005,WELL005,RIG005,Intermediate,95.28,922.63,15.77,15.77,0.03,1.42,24.0
2025-03-19,JOB0005,WELL005,RIG005,Intermediate,123.05,1045.68,19.43,19.43,0.01,1.57,24.0
2025-03-20,JOB0005,WELL005,RIG005,Intermediate,112.51,1158.19,23.11,23.11,0.0,0.89,24.0
2025-03-21,JOB0005,WELL005,RIG005,Intermediate,18.26,1176.45,19.26,19.26,0.27,2.01,24.0
2025-03-22,JOB0005,WELL005,RIG005,Intermediate,67.27,1243.73,17.24,17.24,1.25,2.13,24.0
2025-03-23,JOB0005,WELL005,RIG005,Intermediate,77.23,1320.96,13.88,13.88,0.0,0.91,24.0
2025-03-24,JOB0005,WELL005,RIG005,Intermediate,38.96,1359.92,15.15,15.15,2.09,0.0,24.0
2025-03-25,JOB0005,WELL005,RIG005,Intermediate,57.6,1417.52,16.87,16.87,1.31,1.26,24.0
2025-03-26,JOB0005,WELL005,RIG005,Intermediate,58.5,1476.02,11.7,11.7,0.0,0.39,24.0
2025-03-27,JOB0005,WELL005,RIG005,Intermediate,102.52,1578.54,19.74,19.74,1.68,0.28,24.0
2025-03-28,JOB0005,WELL005,RIG005,Intermediate,84.23,1662.77,19.57,19.57,1.38,0.87,24.0
2025-03-29,JOB0005,WELL005,RIG005,Intermediate,89.76,1752.53,18.99,18.99,0.67,0.75,24.0
2025-03-30,JOB0005,WELL005,RIG005,Intermediate,100.41,1852.94,22.1,22.1,0.0,0.07,24.0
2025-03-31,JOB0005,WELL005,RIG005,Intermediate,79.74,1932.68,22.08,22.08,1.06,0.47,24.0
2025-04-01,JOB0005,WELL005,RIG005,Intermediate,107.18,2039.87,20.67,20.67,0.0,0.41,24.0
2025-04-02,JOB0005,WELL005,RIG005,Intermediate,55.09,2094.95,18.81,18.81,0.14,1.46,24.0
2025-04-03,JOB0005,WELL005,RIG005,Intermediate,20.93,2115.88,17.72,17.72,0.89,0.06,24.0
2025-04-04,JOB0005,WELL005,RIG005,Intermediate,33.93,2149.81,22.8,22.8,1.2,0.0,24.0
2025-04-05,JOB0005,WELL005,RIG005,Intermediate,26.28,2176.09,8.95,8.95,1.37,1.67,24.0
2025-04-06,JOB0005,WELL005,RIG005,Intermediate,113.53,2289.61,22.88,22.88,0.35,0.77,24.0
2025-04-07,JOB0005,WELL005,RIG005,Intermediate,42.12,2331.73,17.2,17.2,1.77,1.39,24.0
2025-04-08,JOB0005,WELL005,RIG005,Intermediate,37.95,2369.69,8.16,8.16,2.31,1.14,24.0
2025-04-09,JOB0005,WELL005,RIG005,Intermediate,53.43,2423.12,20.76,20.76,1.11,1.05,24.0
2025-04-10,JOB0005,WELL005,RIG005,Intermediate,56.7,2479.81,17.53,17.53,0.15,0.35,24.0
2025-04-11,JOB0005,WELL005,RIG005,Intermediate,48.41,2528.22,11.31,11.31,0.0,1.65,24.0
2025-04-12,JOB0005,WELL005,RIG005,Intermediate,53.0,2581.22,21.7,21.7,0.98,1.32,24.0
2025-04-13,JOB0005,WELL005,RIG005,Production,31.59,2612.81,18.26,18.26,0.0,1.53,24.0
2025-04-14,JOB0005,WELL005,RIG005,Production,38.48,2651.3,23.15,23.15,0.85,0.0,24.0
2025-04-15,JOB0005,WELL005,RIG005,Production,52.03,2703.33,18.95,18.95,0.59,0.67,24.0
2025-04-16,JOB0005,WELL005,RIG005,Production,68.6,2771.92,20.04,20.04,0.58,1.51,24.0
2025-04-17,JOB0005,WELL005,RIG005,Production,40.78,2812.71,16.63,16.63,0.0,2.59,24.0
2025-04-18,JOB0005,WELL005,RIG005,Production,36.36,2849.06,22.86,22.86,0.03,1.11,24.0
2025-04-19,JOB0005,WELL005,RIG005,Production,63.56,2912.62,21.23,21.23,0.0,1.57,24.0
2025-04-20,JOB0005,WELL005,RIG005,Production,32.42,2945.04,17.39,17.39,1.65,1.45,24.0
2025-04-21,JOB0005,WELL005,RIG005,Production,49.56,2994.6,19.66,19.66,1.82,0.77,24.0
2025-04-22,JOB0005,WELL005,RIG005,Production,114.66,3109.26,16.8,16.8,1.4,1.65,24.0
2025-04-23,JOB0005,WELL005,RIG005,Production,107.51,3216.77,23.44,23.44,0.0,0.56,24.0
2025-04-24,JOB0005,WELL005,RIG005,Production,64.29,3281.06,19.8,19.8,1.2,0.69,24.0
2025-04-25,JOB0005,WELL005,RIG005,Production,38.06,3319.12,20.34,20.34,0.18,0.91,24.0
2025-04-26,JOB0005,WELL005,RIG005,Production,38.12,3357.25,20.26,20.26,1.74,0.16,24.0
2025-04-27,JOB0005,WELL005,RIG005,Production,34.44,3391.69,15.22,15.22,1.17,1.14,24.0
2025-04-28,JOB0005,WELL005,RIG005,Production,51.4,3443.09,17.18,17.18,3.72,0.34,24.0
2025-04-29,JOB0005,WELL005,RIG005,Production,45.96,3489.04,18.89,18.89,2.38,1.35,24.0
2025-04-30,JOB0005,WELL005,RIG005,Production,36.72,3525.77,19.26,19.26,0.58,0.23,24.0
2025-05-01,JOB0005,WELL005,RIG005,Production,74.23,3600.0,20.98,20.98,1.38,0.0,24.0
2025-04-03,JOB0006,WELL006,RIG001,Surface,98.32,98.32,14.63,14.63,0.99,1.33,24.0
2025-04-04,JOB0006,WELL006,RIG001,Surface,41.78,140.1,20.11,20.11,3.18,0.0,24.0
2025-04-05,JOB0006,WELL006,RIG001,Surface,93.56,233.66,19.63,19.63,0.0,1.12,24.0
2025-04-06,JOB0006,WELL006,RIG001,Surface,47.15,280.81,17.83,17.83,1.79,1.45,24.0
2025-04-07,JOB0006,WELL006,RIG001,Intermediate,63.22,344.02,11.85,11.85,0.94,0.58,24.0
2025-04-08,JOB0006,WELL006,RIG001,Intermediate,166.87,510.89,16.5,16.5,0.0,1.47,24.0
2025-04-09,JOB0006,WELL006,RIG001,Intermediate,91.13,602.02,16.59,16.59,0.82,0.0,24.0
2025-04-10,JOB0006,WELL006,RIG001,Intermediate,42.44,644.46,19.94,19.94,0.16,0.19,24.0
2025-04-11,JOB0006,WELL006,RIG001,Intermediate,112.58,757.03,12.16,12.16,0.39,1.38,24.0
2025-04-12,JOB0006,WELL006,RIG001,Intermediate,65.01,822.04,17.42,17.42,0.28,2.05,24.0
2025-04-13,JOB0006,WELL006,RIG001,Intermediate,154.65,976.69,15.31,15.31,1.36,0.38,24.0
2025-04-14,JOB0006,WELL006,RIG001,Intermediate,96.19,1072.88,15.76,15.76,0.55,1.52,24.0
2025-04-15,JOB0006,WELL006,RIG001,Intermediate,55.49,1128.37,20.91,20.91,0.43,2.41,24.0
2025-04-16,JOB0006,WELL006,RIG001,Intermediate,39.89,1168.27,12.66,12.66,0.26,1.54,24.0
2025-04-17,JOB0006,WELL006,RIG001,Intermediate,95.76,1264.03,18.92,18.92,0.39,1.72,24.0
2025-04-18,JOB0006,WELL006,RIG001,Intermediate,50.16,1314.19,19.97,19.97,0.81,0.45,24.0
2025-04-19,JOB0006,WELL006,RIG001,Intermediate,97.82,1412.01,9.39,9.39,0.99,1.91,24.0
2025-04-20,JOB0006,WELL006,RIG001,Intermediate,77.18,1489.19,20.67,20.67,0.23,2.31,24.0
