premium_id,month_start,policy_id,employer_id,product_id,member_count,earned_premium_cad
PREM00031,2025-07-01,POL0003,EMP001,PRD003,377,29380.74
PREM00032,2025-08-01,POL0003,EMP001,PRD003,376,29302.8
PREM00033,2025-09-01,POL0003,EMP001,PRD003,390,30393.86
PREM00034,2025-10-01,POL0003,EMP001,PRD003,374,29146.94
PREM00035,2025-11-01,POL0003,EMP001,PRD003,366,28523.47
PREM00036,2025-12-01,POL0003,EMP001,PRD003,381,29692.47
PREM00037,2025-01-01,POL0004,EMP002,PRD001,411,58197.72
PREM00038,2025-02-01,POL0004,EMP002,PRD001,402,56923.32
PREM00039,2025-03-01,POL0004,EMP002,PRD001,428,60604.93
PREM00040,2025-04-01,POL0004,EMP002,PRD001,426,60321.73
PREM00041,2025-05-01,POL0004,EMP002,PRD001,415,58764.12
PREM00042,2025-06-01,POL0004,EMP002,PRD001,421,59613.73
PREM00043,2025-07-01,POL0004,EMP002,PRD001,416,58905.72
PREM00044,2025-08-01,POL0004,EMP002,PRD001,409,57914.52
PREM00045,2025-09-01,POL0004,EMP002,PRD001,409,57914.52
PREM00046,2025-10-01,POL0004,EMP002,PRD001,429,60746.53
PREM00047,2025-11-01,POL0004,EMP002,PRD001,409,57914.52
PREM00048,2025-12-01,POL0004,EMP002,PRD001,428,60604.93
PREM00049,2025-01-01,POL0005,EMP002,PRD003,448,40301.67
PREM00050,2025-02-01,POL0005,EMP002,PRD003,452,40661.5
PREM00051,2025-03-01,POL0005,EMP002,PRD003,451,40571.54
PREM00052,2025-04-01,POL0005,EMP002,PRD003,452,40661.5
PREM00053,2025-05-01,POL0005,EMP002,PRD003,434,39042.24
PREM00054,2025-06-01,POL0005,EMP002,PRD003,445,40031.79
PREM00055,2025-07-01,POL0005,EMP002,PRD003,454,40841.42
PREM00056,2025-08-01,POL0005,EMP002,PRD003,436,39222.16
PREM00057,2025-09-01,POL0005,EMP002,PRD003,453,40751.46
PREM00058,2025-10-01,POL0005,EMP002,PRD003,441,39671.95
PREM00059,2025-11-01,POL0005,EMP002,PRD003,449,40391.63
PREM00060,2025-12-01,POL0005,EMP002,PRD003,452,40661.5
PREM00061,2025-01-01,POL0006,EMP002,PRD005,492,13379.17
PREM00062,2025-02-01,POL0006,EMP002,PRD005,481,13080.05
PREM00063,2025-03-01,POL0006,EMP002,PRD005,470,12780.92
PREM00064,2025-04-01,POL0006,EMP002,PRD005,469,12753.72
PREM00065,2025-05-01,POL0006,EMP002,PRD005,479,13025.66
PREM00066,2025-06-01,POL0006,EMP002,PRD005,490,13324.79
PREM00067,2025-07-01,POL0006,EMP002,PRD005,494,13433.56
PREM00068,2025-08-01,POL0006,EMP002,PRD005,466,12672.14
PREM00069,2025-09-01,POL0006,EMP002,PRD005,485,13188.82
PREM00070,2025-10-01,POL0006,EMP002,PRD005,483,13134.43
PREM00071,2025-11-01,POL0006,EMP002,PRD005,486,13216.01
PREM00072,2025-12-01,POL0006,EMP002,PRD005,480,13052.85
PREM00073,2025-01-01,POL0007,EMP003,PRD004,569,39526.32
PREM00074,2025-02-01,POL0007,EMP003,PRD004,570,39595.79
PREM00075,2025-03-01,POL0007,EMP003,PRD004,573,39804.19
PREM00076,2025-04-01,POL0007,EMP003,PRD004,591,41054.58
PREM00077,2025-05-01,POL0007,EMP003,PRD004,591,41054.58
PREM00078,2025-06-01,POL0007,EMP003,PRD004,564,39178.99
PREM00079,2025-07-01,POL0007,EMP003,PRD004,591,41054.58
PREM00080,2025-08-01,POL0007,EMP003,PRD004,573,39804.19
PREM00081,2025-09-01,POL0007,EMP003,PRD004,604,41957.64
PREM00082,2025-10-01,POL0007,EMP003,PRD004,586,40707.25
PREM00083,2025-11-01,POL0007,EMP003,PRD004,588,40846.18
PREM00084,2025-12-01,POL0007,EMP003,PRD004,604,41957.64
PREM00085,2025-01-01,POL0008,EMP003,PRD005,556,17337.2
PREM00086,2025-02-01,POL0008,EMP003,PRD005,569,17742.57
PREM00087,2025-03-01,POL0008,EMP003,PRD005,547,17056.56
PREM00088,2025-04-01,POL0008,EMP003,PRD005,569,17742.57
PREM00089,2025-05-01,POL0008,EMP003,PRD005,568,17711.38
PREM00090,2025-06-01,POL0008,EMP003,PRD005,562,17524.29
PREM00091,2025-07-01,POL0008,EMP003,PRD005,540,16838.29
PREM00092,2025-08-01,POL0008,EMP003,PRD005,557,17368.38
PREM00093,2025-09-01,POL0008,EMP003,PRD005,560,17461.93
PREM00094,2025-10-01,POL0008,EMP003,PRD005,544,16963.02
PREM00095,2025-11-01,POL0008,EMP003,PRD005,534,16651.2
PREM00096,2025-12-01,POL0008,EMP003,PRD005,564,17586.66
PREM00097,2025-01-01,POL0009,EMP003,PRD003,633,62620.0
PREM00098,2025-02-01,POL0009,EMP003,PRD003,623,61630.74
PREM00099,2025-03-01,POL0009,EMP003,PRD003,621,61432.89
PREM00100,2025-04-01,POL0009,EMP003,PRD003,646,63906.03
PREM00101,2025-05-01,POL0009,EMP003,PRD003,647,64004.96
PREM00102,2025-06-01,POL0009,EMP003,PRD003,619,61235.04
PREM00103,2025-07-01,POL0009,EMP003,PRD003,608,60146.85
PREM00104,2025-08-01,POL0009,EMP003,PRD003,636,62916.77
PREM00105,2025-09-01,POL0009,EMP003,PRD003,612,60542.55
PREM00106,2025-10-01,POL0009,EMP003,PRD003,624,61729.66
PREM00107,2025-11-01,POL0009,EMP003,PRD003,609,60245.78
PREM00108,2025-12-01,POL0009,EMP003,PRD003,634,62718.92
PREM00109,2025-01-01,POL0010,EMP004,PRD005,520,13615.96
PREM00110,2025-02-01,POL0010,EMP004,PRD005,512,13406.48
PREM00111,2025-03-01,POL0010,EMP004,PRD005,514,13458.85
PREM00112,2025-04-01,POL0010,EMP004,PRD005,510,13354.11
PREM00113,2025-05-01,POL0010,EMP004,PRD005,505,13223.19
PREM00114,2025-06-01,POL0010,EMP004,PRD005,510,13354.11
PREM00115,2025-07-01,POL0010,EMP004,PRD005,516,13511.22
PREM00116,2025-08-01,POL0010,EMP004,PRD005,518,13563.59
PREM00117,2025-09-01,POL0010,EMP004,PRD005,512,13406.48
PREM00118,2025-10-01,POL0010,EMP004,PRD005,512,13406.48
PREM00119,2025-11-01,POL0010,EMP004,PRD005,504,13197.01
PREM00120,2025-12-01,POL0010,EMP004,PRD005,518,13563.59
PREM00121,2025-01-01,POL0011,EMP004,PRD003,512,39867.25
PREM00122,2025-02-01,POL0011,EMP004,PRD003,500,38932.86
PREM00123,2025-03-01,POL0011,EMP004,PRD003,517,40256.58
PREM00124,2025-04-01,POL0011,EMP004,PRD003,503,39166.46
PREM00125,2025-05-01,POL0011,EMP004,PRD003,493,38387.8
PREM00126,2025-06-01,POL0011,EMP004,PRD003,505,39322.19
PREM00127,2025-07-01,POL0011,EMP004,PRD003,485,37764.88
PREM00128,2025-08-01,POL0011,EMP004,PRD003,488,37998.48
PREM00129,2025-09-01,POL0011,EMP004,PRD003,506,39400.06
PREM00130,2025-10-01,POL0011,EMP004,PRD003,513,39945.12
PREM00131,2025-11-01,POL0011,EMP004,PRD003,500,38932.86
PREM00132,2025-12-01,POL0011,EMP004,PRD003,490,38154.21
PREM00133,2025-01-01,POL0012,EMP004,PRD004,395,28110.86
PREM00134,2025-02-01,POL0012,EMP004,PRD004,406,28893.7
PREM00135,2025-03-01,POL0012,EMP004,PRD004,394,28039.7
PREM00136,2025-04-01,POL0012,EMP004,PRD004,403,28680.2
PREM00137,2025-05-01,POL0012,EMP004,PRD004,384,27328.03
PREM00138,2025-06-01,POL0012,EMP004,PRD004,389,27683.86
PREM00139,2025-07-01,POL0012,EMP004,PRD004,399,28395.53
PREM00140,2025-08-01,POL0012,EMP004,PRD004,388,27612.7
PREM00141,2025-09-01,POL0012,EMP004,PRD004,406,28893.7
PREM00142,2025-10-01,POL0012,EMP004,PRD004,388,27612.7
PREM00143,2025-11-01,POL0012,EMP004,PRD004,387,27541.53
PREM00144,2025-12-01,POL0012,EMP004,PRD004,387,27541.53
PREM00145,2025-01-01,POL0013,EMP005,PRD005,149,4037.3
PREM00146,2025-02-01,POL0013,EMP005,PRD005,152,4118.59
PREM00147,2025-03-01,POL0013,EMP005,PRD005,147,3983.11
PREM00148,2025-04-01,POL0013,EMP005,PRD005,152,4118.59
PREM00149,2025-05-01,POL0013,EMP005,PRD005,144,3901.82
PREM00150,2025-06-01,POL0013,EMP005,PRD005,143,3874.72
PREM00151,2025-07-01,POL0013,EMP005,PRD005,151,4091.49
PREM00152,2025-08-01,POL0013,EMP005,PRD005,150,4064.39
PREM00153,2025-09-01,POL0013,EMP005,PRD005,150,4064.39
PREM00154,2025-10-01,POL0013,EMP005,PRD005,143,3874.72
PREM00155,2025-11-01,POL0013,EMP005,PRD005,143,3874.72
PREM00156,2025-12-01,POL0013,EMP005,PRD005,149,4037.3
PREM00157,2025-01-01,POL0014,EMP005,PRD002,152,35910.11
PREM00158,2025-02-01,POL0014,EMP005,PRD002,151,35673.86
PREM00159,2025-03-01,POL0014,EMP005,PRD002,156,36855.12
PREM00160,2025-04-01,POL0014,EMP005,PRD002,153,36146.37
PREM00161,2025-05-01,POL0014,EMP005,PRD002,156,36855.12
PREM00162,2025-06-01,POL0014,EMP005,PRD002,152,35910.11
PREM00163,2025-07-01,POL0014,EMP005,PRD002,153,36146.37
PREM00164,2025-08-01,POL0014,EMP005,PRD002,151,35673.86
PREM00165,2025-09-01,POL0014,EMP005,PRD002,155,36618.87
PREM00166,2025-10-01,POL0014,EMP005,PRD002,156,36855.12
PREM00167,2025-11-01,POL0014,EMP005,PRD002,160,37800.12
PREM00168,2025-12-01,POL0014,EMP005,PRD002,154,36382.62
PREM00169,2025-01-01,POL0015,EMP005,PRD001,171,22362.48
PREM00170,2025-02-01,POL0015,EMP005,PRD001,178,23277.91
PREM00171,2025-03-01,POL0015,EMP005,PRD001,178,23277.91
PREM00172,2025-04-01,POL0015,EMP005,PRD001,175,22885.58
PREM00173,2025-05-01,POL0015,EMP005,PRD001,177,23147.13
PREM00174,2025-06-01,POL0015,EMP005,PRD001,174,22754.81
PREM00175,2025-07-01,POL0015,EMP005,PRD001,177,23147.13
PREM00176,2025-08-01,POL0015,EMP005,PRD001,172,22493.26
PREM00177,2025-09-01,POL0015,EMP005,PRD001,174,22754.81
PREM00178,2025-10-01,POL0015,EMP005,PRD001,178,23277.91
PREM00179,2025-11-01,POL0015,EMP005,PRD001,177,23147.13
PREM00180,2025-12-01,POL0015,EMP005,PRD001,176,23016.36
PREM00181,2025-01-01,POL0016,EMP006,PRD002,450,100397.1
PREM00182,2025-02-01,POL0016,EMP006,PRD002,452,100843.3
PREM00183,2025-03-01,POL0016,EMP006,PRD002,441,98389.15
PREM00184,2025-04-01,POL0016,EMP006,PRD002,439,97942.94
PREM00185,2025-05-01,POL0016,EMP006,PRD002,436,97273.63
PREM00186,2025-06-01,POL0016,EMP006,PRD002,452,100843.3
PREM00187,2025-07-01,POL0016,EMP006,PRD002,448,99950.89
PREM00188,2025-08-01,POL0016,EMP006,PRD002,454,101289.51
PREM00189,2025-09-01,POL0016,EMP006,PRD002,459,102405.04
PREM00190,2025-10-01,POL0016,EMP006,PRD002,440,98166.05
PREM00191,2025-11-01,POL0016,EMP006,PRD002,446,99504.68
PREM00192,2025-12-01,POL0016,EMP006,PRD002,456,101735.72
PREM00193,2025-01-01,POL0017,EMP006,PRD003,443,35890.82
PREM00194,2025-02-01,POL0017,EMP006,PRD003,425,34432.5
PREM00195,2025-03-01,POL0017,EMP006,PRD003,423,34270.47
PREM00196,2025-04-01,POL0017,EMP006,PRD003,442,35809.8
PREM00197,2025-05-01,POL0017,EMP006,PRD003,429,34756.57
PREM00198,2025-06-01,POL0017,EMP006,PRD003,442,35809.8
PREM00199,2025-07-01,POL0017,EMP006,PRD003,431,34918.61
PREM00200,2025-08-01,POL0017,EMP006,PRD003,446,36133.87
PREM00201,2025-09-01,POL0017,EMP006,PRD003,441,35728.78
PREM00202,2025-10-01,POL0017,EMP006,PRD003,424,34351.48
PREM00203,2025-11-01,POL0017,EMP006,PRD003,425,34432.5
PREM00204,2025-12-01,POL0017,EMP006,PRD003,429,34756.57
PREM00205,2025-01-01,POL0018,EMP006,PRD004,440,26986.2
PREM00206,2025-02-01,POL0018,EMP006,PRD004,443,27170.2
PREM00207,2025-03-01,POL0018,EMP006,PRD004,454,27844.86
PREM00208,2025-04-01,POL0018,EMP006,PRD004,433,26556.88
PREM00209,2025-05-01,POL0018,EMP006,PRD004,435,26679.54
PREM00210,2025-06-01,POL0018,EMP006,PRD004,436,26740.87
PREM00211,2025-07-01,POL0018,EMP006,PRD004,442,27108.87
PREM00212,2025-08-01,POL0018,EMP006,PRD004,454,27844.86
PREM00213,2025-09-01,POL0018,EMP006,PRD004,437,26802.21
PREM00214,2025-10-01,POL0018,EMP006,PRD004,438,26863.54
PREM00215,2025-11-01,POL0018,EMP006,PRD004,427,26188.88
PREM00216,2025-12-01,POL0018,EMP006,PRD004,436,26740.87
PREM00217,2025-01-01,POL0019,EMP007,PRD004,306,18951.12
PREM00218,2025-02-01,POL0019,EMP007,PRD004,326,20189.75
PREM00219,2025-03-01,POL0019,EMP007,PRD004,325,20127.82
PREM00220,2025-04-01,POL0019,EMP007,PRD004,315,19508.51
PREM00221,2025-05-01,POL0019,EMP007,PRD004,320,19818.16
PREM00222,2025-06-01,POL0019,EMP007,PRD004,306,18951.12
PREM00223,2025-07-01,POL0019,EMP007,PRD004,309,19136.91
PREM00224,2025-08-01,POL0019,EMP007,PRD004,322,19942.03
PREM00225,2025-09-01,POL0019,EMP007,PRD004,310,19198.85
PREM00226,2025-10-01,POL0019,EMP007,PRD004,321,19880.1
PREM00227,2025-11-01,POL0019,EMP007,PRD004,321,19880.1
PREM00228,2025-12-01,POL0019,EMP007,PRD004,324,20065.89
PREM00229,2025-01-01,POL0020,EMP007,PRD003,292,23794.26
PREM00230,2025-02-01,POL0020,EMP007,PRD003,294,23957.23
PREM00231,2025-03-01,POL0020,EMP007,PRD003,278,22653.44
PREM00232,2025-04-01,POL0020,EMP007,PRD003,297,24201.7
PREM00233,2025-05-01,POL0020,EMP007,PRD003,283,23060.88
PREM00234,2025-06-01,POL0020,EMP007,PRD003,281,22897.9
PREM00235,2025-07-01,POL0020,EMP007,PRD003,292,23794.26
PREM00236,2025-08-01,POL0020,EMP007,PRD003,288,23468.31
PREM00237,2025-09-01,POL0020,EMP007,PRD003,278,22653.44
PREM00238,2025-10-01,POL0020,EMP007,PRD003,295,24038.72
PREM00239,2025-11-01,POL0020,EMP007,PRD003,281,22897.9
PREM00240,2025-12-01,POL0020,EMP007,PRD003,295,24038.72
PREM00241,2025-01-01,POL0021,EMP007,PRD001,287,44778.38
PREM00242,2025-02-01,POL0021,EMP007,PRD001,281,43842.25
PREM00243,2025-03-01,POL0021,EMP007,PRD001,273,42594.07
PREM00244,2025-04-01,POL0021,EMP007,PRD001,283,44154.29
PREM00245,2025-05-01,POL0021,EMP007,PRD001,286,44622.36
PREM00246,2025-06-01,POL0021,EMP007,PRD001,272,42438.05
PREM00247,2025-07-01,POL0021,EMP007,PRD001,285,44466.34
PREM00248,2025-08-01,POL0021,EMP007,PRD001,274,42750.09
PREM00249,2025-09-01,POL0021,EMP007,PRD001,269,41969.98
PREM00250,2025-10-01,POL0021,EMP007,PRD001,268,41813.96
PREM00251,2025-11-01,POL0021,EMP007,PRD001,284,44310.32
PREM00252,2025-12-01,POL0021,EMP007,PRD001,277,43218.16
PREM00253,2025-01-01,POL0022,EMP008,PRD002,372,85932.03
PREM00254,2025-02-01,POL0022,EMP008,PRD002,370,85470.03
PREM00255,2025-03-01,POL0022,EMP008,PRD002,371,85701.03
PREM00256,2025-04-01,POL0022,EMP008,PRD002,375,86625.03
PREM00257,2025-05-01,POL0022,EMP008,PRD002,380,87780.03
PREM00258,2025-06-01,POL0022,EMP008,PRD002,370,85470.03
PREM00259,2025-07-01,POL0022,EMP008,PRD002,396,91476.03
PREM00260,2025-08-01,POL0022,EMP008,PRD002,378,87318.03
PREM00261,2025-09-01,POL0022,EMP008,PRD002,371,85701.03
PREM00262,2025-10-01,POL0022,EMP008,PRD002,376,86856.03
PREM00263,2025-11-01,POL0022,EMP008,PRD002,373,86163.03
PREM00264,2025-12-01,POL0022,EMP008,PRD002,387,89397.03
PREM00265,2025-01-01,POL0023,EMP008,PRD001,426,72564.87
PREM00266,2025-02-01,POL0023,EMP008,PRD001,431,73416.57
PREM00267,2025-03-01,POL0023,EMP008,PRD001,418,71202.15
PREM00268,2025-04-01,POL0023,EMP008,PRD001,411,70009.77
PREM00269,2025-05-01,POL0023,EMP008,PRD001,422,71883.51
PREM00270,2025-06-01,POL0023,EMP008,PRD001,425,72394.53
PREM00271,2025-07-01,POL0023,EMP008,PRD001,415,70691.13
PREM00272,2025-08-01,POL0023,EMP008,PRD001,407,69328.41
PREM00273,2025-09-01,POL0023,EMP008,PRD001,420,71542.83
PREM00274,2025-10-01,POL0023,EMP008,PRD001,428,72905.55
PREM00275,2025-11-01,POL0023,EMP008,PRD001,415,70691.13
PREM00276,2025-12-01,POL0023,EMP008,PRD001,420,71542.83
PREM00277,2025-01-01,POL0024,EMP008,PRD003,409,34772.32
PREM00278,2025-02-01,POL0024,EMP008,PRD003,420,35707.51
PREM00279,2025-03-01,POL0024,EMP008,PRD003,417,35452.46
PREM00280,2025-04-01,POL0024,EMP008,PRD003,419,35622.5
PREM00281,2025-05-01,POL0024,EMP008,PRD003,424,36047.59
PREM00282,2025-06-01,POL0024,EMP008,PRD003,434,36897.76
PREM00283,2025-07-01,POL0024,EMP008,PRD003,429,36472.67
PREM00284,2025-08-01,POL0024,EMP008,PRD003,412,35027.37
PREM00285,2025-09-01,POL0024,EMP008,PRD003,432,36727.73
PREM00286,2025-10-01,POL0024,EMP008,PRD003,424,36047.59
PREM00287,2025-11-01,POL0024,EMP008,PRD003,426,36217.62
PREM00288,2025-12-01,POL0024,EMP008,PRD003,420,35707.51
PREM00289,2025-01-01,POL0025,EMP009,PRD001,322,50401.67
PREM00290,2025-02-01,POL0025,EMP009,PRD001,318,49775.56
PREM00291,2025-03-01,POL0025,EMP009,PRD001,325,50871.25
PREM00292,2025-04-01,POL0025,EMP009,PRD001,314,49149.45
PREM00293,2025-05-01,POL0025,EMP009,PRD001,332,51966.94
PREM00294,2025-06-01,POL0025,EMP009,PRD001,325,50871.25
PREM00295,2025-07-01,POL0025,EMP009,PRD001,325,50871.25
PREM00296,2025-08-01,POL0025,EMP009,PRD001,323,50558.2
PREM00297,2025-09-01,POL0025,EMP009,PRD001,323,50558.2
PREM00298,2025-10-01,POL0025,EMP009,PRD001,314,49149.45
PREM00299,2025-11-01,POL0025,EMP009,PRD001,317,49619.03
PREM00300,2025-12-01,POL0025,EMP009,PRD001,326,51027.78
PREM00301,2025-01-01,POL0026,EMP009,PRD003,316,24293.45
PREM00302,2025-02-01,POL0026,EMP009,PRD003,309,23755.3
PREM00303,2025-03-01,POL0026,EMP009,PRD003,310,23832.18
PREM00304,2025-04-01,POL0026,EMP009,PRD003,319,24524.09
PREM00305,2025-05-01,POL0026,EMP009,PRD003,328,25215.99
PREM00306,2025-06-01,POL0026,EMP009,PRD003,324,24908.48
PREM00307,2025-07-01,POL0026,EMP009,PRD003,316,24293.45
PREM00308,2025-08-01,POL0026,EMP009,PRD003,327,25139.11
PREM00309,2025-09-01,POL0026,EMP009,PRD003,312,23985.94
PREM00310,2025-10-01,POL0026,EMP009,PRD003,315,24216.57
PREM00311,2025-11-01,POL0026,EMP009,PRD003,328,25215.99
PREM00312,2025-12-01,POL0026,EMP009,PRD003,329,25292.87
PREM00313,2025-01-01,POL0027,EMP009,PRD005,326,10025.9
PREM00314,2025-02-01,POL0027,EMP009,PRD005,307,9441.57
PREM00315,2025-03-01,POL0027,EMP009,PRD005,325,9995.14
PREM00316,2025-04-01,POL0027,EMP009,PRD005,319,9810.62
PREM00317,2025-05-01,POL0027,EMP009,PRD005,309,9503.07
PREM00318,2025-06-01,POL0027,EMP009,PRD005,317,9749.11
PREM00319,2025-07-01,POL0027,EMP009,PRD005,308,9472.32
PREM00320,2025-08-01,POL0027,EMP009,PRD005,311,9564.58
PREM00321,2025-09-01,POL0027,EMP009,PRD005,325,9995.14
PREM00322,2025-10-01,POL0027,EMP009,PRD005,326,10025.9
PREM00323,2025-11-01,POL0027,EMP009,PRD005,308,9472.32
PREM00324,2025-12-01,POL0027,EMP009,PRD005,319,9810.62
PREM00325,2025-01-01,POL0028,EMP010,PRD002,178,35176.71
PREM00326,2025-02-01,POL0028,EMP010,PRD002,182,35967.2
PREM00327,2025-03-01,POL0028,EMP010,PRD002,173,34188.6
PREM00328,2025-04-01,POL0028,EMP010,PRD002,178,35176.71
PREM00329,2025-05-01,POL0028,EMP010,PRD002,171,33793.36
PREM00330,2025-06-01,POL0028,EMP010,PRD002,173,34188.6
PREM00331,2025-07-01,POL0028,EMP010,PRD002,173,34188.6
PREM00332,2025-08-01,POL0028,EMP010,PRD002,181,35769.58
PREM00333,2025-09-01,POL0028,EMP010,PRD002,175,34583.84
PREM00334,2025-10-01,POL0028,EMP010,PRD002,175,34583.84
PREM00335,2025-11-01,POL0028,EMP010,PRD002,175,34583.84
PREM00336,2025-12-01,POL0028,EMP010,PRD002,173,34188.6
PREM00337,2025-01-01,POL0029,EMP010,PRD003,193,17610.15
PREM00338,2025-02-01,POL0029,EMP010,PRD003,188,17153.93
PREM00339,2025-03-01,POL0029,EMP010,PRD003,188,17153.93
PREM00340,2025-04-01,POL0029,EMP010,PRD003,187,17062.69
PREM00341,2025-05-01,POL0029,EMP010,PRD003,184,16788.95
PREM00342,2025-06-01,POL0029,EMP010,PRD003,190,17336.42
PREM00343,2025-07-01,POL0029,EMP010,PRD003,193,17610.15
PREM00344,2025-08-01,POL0029,EMP010,PRD003,194,17701.4
PREM00345,2025-09-01,POL0029,EMP010,PRD003,193,17610.15
PREM00346,2025-10-01,POL0029,EMP010,PRD003,190,17336.42
PREM00347,2025-11-01,POL0029,EMP010,PRD003,195,17792.64
PREM00348,2025-12-01,POL0029,EMP010,PRD003,182,16606.47
PREM00349,2025-01-01,POL0030,EMP010,PRD005,203,6487.81
PREM00350,2025-02-01,POL0030,EMP010,PRD005,200,6391.93
PREM00351,2025-03-01,POL0030,EMP010,PRD005,194,6200.17
PREM00352,2025-04-01,POL0030,EMP010,PRD005,203,6487.81
PREM00353,2025-05-01,POL0030,EMP010,PRD005,203,6487.81
PREM00354,2025-06-01,POL0030,EMP010,PRD005,204,6519.77
PREM00355,2025-07-01,POL0030,EMP010,PRD005,191,6104.29
PREM00356,2025-08-01,POL0030,EMP010,PRD005,192,6136.25
PREM00357,2025-09-01,POL0030,EMP010,PRD005,194,6200.17
PREM00358,2025-10-01,POL0030,EMP010,PRD005,197,6296.05
PREM00359,2025-11-01,POL0030,EMP010,PRD005,194,6200.17
PREM00360,2025-12-01,POL0030,EMP010,PRD005,193,6168.21
PREM00361,2025-01-01,POL0031,EMP011,PRD002,169,38351.05
PREM00362,2025-02-01,POL0031,EMP011,PRD002,169,38351.05
PREM00363,2025-03-01,POL0031,EMP011,PRD002,173,39258.77
PREM00364,2025-04-01,POL0031,EMP011,PRD002,170,38577.98
PREM00365,2025-05-01,POL0031,EMP011,PRD002,173,39258.77
PREM00366,2025-06-01,POL0031,EMP011,PRD002,166,37670.26
PREM00367,2025-07-01,POL0031,EMP011,PRD002,173,39258.77
PREM00368,2025-08-01,POL0031,EMP011,PRD002,171,38804.91
PREM00369,2025-09-01,POL0031,EMP011,PRD002,171,38804.91
PREM00370,2025-10-01,POL0031,EMP011,PRD002,169,38351.05
PREM00371,2025-11-01,POL0031,EMP011,PRD002,170,38577.98
PREM00372,2025-12-01,POL0031,EMP011,PRD002,164,37216.41
PREM00373,2025-01-01,POL0032,EMP011,PRD005,179,5693.86
PREM00374,2025-02-01,POL0032,EMP011,PRD005,181,5757.48
PREM00375,2025-03-01,POL0032,EMP011,PRD005,180,5725.67
PREM00376,2025-04-01,POL0032,EMP011,PRD005,175,5566.62
PREM00377,2025-05-01,POL0032,EMP011,PRD005,183,5821.1
PREM00378,2025-06-01,POL0032,EMP011,PRD005,178,5662.05
PREM00379,2025-07-01,POL0032,EMP011,PRD005,181,5757.48
PREM00380,2025-08-01,POL0032,EMP011,PRD005,184,5852.91
PREM00381,2025-09-01,POL0032,EMP011,PRD005,174,5534.81
PREM00382,2025-10-01,POL0032,EMP011,PRD005,178,5662.05
PREM00383,2025-11-01,POL0032,EMP011,PRD005,177,5630.24
PREM00384,2025-12-01,POL0032,EMP011,PRD005,184,5852.91
PREM00385,2025-01-01,POL0033,EMP011,PRD003,153,15146.88
PREM00386,2025-02-01,POL0033,EMP011,PRD003,148,14651.88
PREM00387,2025-03-01,POL0033,EMP011,PRD003,146,14453.88
PREM00388,2025-04-01,POL0033,EMP011,PRD003,153,15146.88
PREM00389,2025-05-01,POL0033,EMP011,PRD003,146,14453.88
PREM00390,2025-06-01,POL0033,EMP011,PRD003,155,15344.88
PREM00391,2025-07-01,POL0033,EMP011,PRD003,152,15047.88
PREM00392,2025-08-01,POL0033,EMP011,PRD003,154,15245.88
PREM00393,2025-09-01,POL0033,EMP011,PRD003,145,14354.89
PREM00394,2025-10-01,POL0033,EMP011,PRD003,147,14552.88
PREM00395,2025-11-01,POL0033,EMP011,PRD003,151,14948.88
PREM00396,2025-12-01,POL0033,EMP011,PRD003,149,14750.88
PREM00397,2025-01-01,POL0034,EMP012,PRD001,557,83814.99
