month_start,policy_id,employer_id,employer_name,industry,region_id,region_name,province,product_id,product_name,product_category,coverage_level,pricing_tier,member_count,earned_premium_cad,paid_claims_cad,incurred_claims_cad,claim_count,loss_ratio,claims_frequency,claims_severity_cad,premium_per_member_cad,claims_per_member_cad,profitability_cad
2025-02-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,569,17742.57,5099.38,5700.89,1.0,0.3213,0.0018,5700.89,31.182,10.0191,12041.68
2025-03-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,547,17056.56,0.0,0.0,0.0,0.0,0.0,0.0,31.182,0.0,17056.56
2025-04-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,569,17742.57,9433.19,10635.55,1.0,0.5994,0.0018,10635.55,31.182,18.6917,7107.02
2025-05-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,568,17711.38,2632.72,3050.66,1.0,0.1722,0.0018,3050.66,31.182,5.3709,14660.72
2025-06-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,562,17524.29,5646.39,6261.57,1.0,0.3573,0.0018,6261.57,31.182,11.1416,11262.72
2025-07-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,540,16838.29,4556.62,4978.09,1.0,0.2956,0.0019,4978.09,31.182,9.2187,11860.2
2025-08-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,557,17368.38,2468.88,2784.52,1.0,0.1603,0.0018,2784.52,31.182,4.9991,14583.86
2025-09-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,560,17461.93,7462.27,7919.52,1.0,0.4535,0.0018,7919.52,31.182,14.142,9542.41
2025-10-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,544,16963.02,14151.57,16731.26,1.0,0.9863,0.0018,16731.26,31.182,30.756,231.76
2025-11-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,534,16651.2,9105.67,9840.42,1.0,0.591,0.0019,9840.42,31.182,18.4278,6810.78
2025-12-01,POL0008,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD005,Life Basic,Life,Core,Standard,564,17586.66,17953.55,19724.67,1.0,1.1216,0.0018,19724.67,31.182,34.9728,-2138.01
2025-01-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,633,62620.0,21693.0,24149.33,37.0,0.3856,0.0585,652.6846,98.9258,38.1506,38470.67
2025-02-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,623,61630.74,26461.15,29531.35,66.0,0.4792,0.1059,447.4447,98.9257,47.4018,32099.39
2025-03-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,621,61432.89,36318.1,40607.37,61.0,0.661,0.0982,665.6946,98.9257,65.3903,20825.52
2025-04-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,646,63906.03,15045.67,17118.03,35.0,0.2679,0.0542,489.0866,98.9257,26.4985,46788.0
2025-05-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,647,64004.96,29690.78,33022.17,59.0,0.5159,0.0912,559.6978,98.9257,51.0389,30982.79
2025-06-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,619,61235.04,26872.3,29303.67,54.0,0.4785,0.0872,542.6606,98.9258,47.3403,31931.37
2025-07-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,608,60146.85,25024.89,28113.92,56.0,0.4674,0.0921,502.0343,98.9257,46.24,32032.93
2025-08-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,636,62916.77,27123.07,29984.34,50.0,0.4766,0.0786,599.6868,98.9257,47.1452,32932.43
2025-09-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,612,60542.55,25059.15,28202.06,55.0,0.4658,0.0899,512.7647,98.9257,46.0818,32340.49
2025-10-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,624,61729.66,27713.42,30927.48,42.0,0.501,0.0673,736.3686,98.9257,49.5633,30802.18
2025-11-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,609,60245.78,31678.35,35537.78,63.0,0.5899,0.1034,564.0917,98.9257,58.3543,24708.0
2025-12-01,POL0009,EMP003,West Energy Services,Energy,REG003,Alberta,Alberta,PRD003,Dental Plus,Dental,Enhanced,Watch,634,62718.92,33404.89,36584.28,58.0,0.5833,0.0915,630.7634,98.9257,57.7039,26134.64
2025-01-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,520,13615.96,5935.97,6723.05,1.0,0.4938,0.0019,6723.05,26.1845,12.9289,6892.91
2025-02-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,512,13406.48,6315.87,7322.62,1.0,0.5462,0.002,7322.62,26.1845,14.302,6083.86
2025-03-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,514,13458.85,0.0,0.0,0.0,0.0,0.0,0.0,26.1845,0.0,13458.85
2025-04-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,510,13354.11,0.0,0.0,0.0,0.0,0.0,0.0,26.1845,0.0,13354.11
2025-05-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,505,13223.19,4783.24,5533.83,1.0,0.4185,0.002,5533.83,26.1845,10.9581,7689.36
2025-06-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,510,13354.11,4627.51,5007.15,1.0,0.375,0.002,5007.15,26.1845,9.8179,8346.96
2025-07-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,516,13511.22,4541.6,4671.15,1.0,0.3457,0.0019,4671.15,26.1845,9.0526,8840.07
2025-08-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,518,13563.59,11035.34,11178.97,1.0,0.8242,0.0019,11178.97,26.1845,21.581,2384.62
