date,commodity_id,region,cash_price_cad_mt
2025-05-15,WHEAT,Manitoba,292.86
2025-05-16,WHEAT,Manitoba,289.98
2025-05-19,WHEAT,Manitoba,296.67
2025-05-20,WHEAT,Manitoba,294.57
2025-05-21,WHEAT,Manitoba,303.32
2025-05-22,WHEAT,Manitoba,300.31
2025-05-23,WHEAT,Manitoba,301.69
2025-05-26,WHEAT,Manitoba,299.13
2025-05-27,WHEAT,Manitoba,292.43
2025-05-28,WHEAT,Manitoba,300.19
2025-05-29,WHEAT,Manitoba,300.73
2025-05-30,WHEAT,Manitoba,288.81
2025-06-02,WHEAT,Manitoba,286.84
2025-06-03,WHEAT,Manitoba,291.21
2025-06-04,WHEAT,Manitoba,287.86
2025-06-05,WHEAT,Manitoba,285.63
2025-06-06,WHEAT,Manitoba,284.59
2025-06-09,WHEAT,Manitoba,283.42
2025-06-10,WHEAT,Manitoba,286.07
2025-06-11,WHEAT,Manitoba,273.51
2025-06-12,WHEAT,Manitoba,269.7
2025-06-13,WHEAT,Manitoba,275.2
2025-06-16,WHEAT,Manitoba,277.58
2025-06-17,WHEAT,Manitoba,278.75
2025-06-18,WHEAT,Manitoba,276.51
2025-06-19,WHEAT,Manitoba,275.44
2025-06-20,WHEAT,Manitoba,275.69
2025-06-23,WHEAT,Manitoba,278.27
2025-06-24,WHEAT,Manitoba,280.21
2025-06-25,WHEAT,Manitoba,285.15
2025-06-26,WHEAT,Manitoba,286.52
2025-06-27,WHEAT,Manitoba,284.51
2025-06-30,WHEAT,Manitoba,291.92
2025-01-02,WHEAT,Saskatchewan,297.28
2025-01-03,WHEAT,Saskatchewan,294.06
2025-01-06,WHEAT,Saskatchewan,298.39
2025-01-07,WHEAT,Saskatchewan,286.72
2025-01-08,WHEAT,Saskatchewan,296.08
2025-01-09,WHEAT,Saskatchewan,292.2
2025-01-10,WHEAT,Saskatchewan,287.41
2025-01-13,WHEAT,Saskatchewan,291.75
2025-01-14,WHEAT,Saskatchewan,283.7
2025-01-15,WHEAT,Saskatchewan,296.59
2025-01-16,WHEAT,Saskatchewan,292.62
2025-01-17,WHEAT,Saskatchewan,298.36
2025-01-20,WHEAT,Saskatchewan,304.88
2025-01-21,WHEAT,Saskatchewan,297.61
2025-01-22,WHEAT,Saskatchewan,293.23
2025-01-23,WHEAT,Saskatchewan,298.53
2025-01-24,WHEAT,Saskatchewan,297.01
2025-01-27,WHEAT,Saskatchewan,291.21
2025-01-28,WHEAT,Saskatchewan,296.05
2025-01-29,WHEAT,Saskatchewan,296.36
2025-01-30,WHEAT,Saskatchewan,300.26
2025-01-31,WHEAT,Saskatchewan,297.04
2025-02-03,WHEAT,Saskatchewan,299.97
2025-02-04,WHEAT,Saskatchewan,284.29
2025-02-05,WHEAT,Saskatchewan,286.2
2025-02-06,WHEAT,Saskatchewan,282.77
2025-02-07,WHEAT,Saskatchewan,286.58
2025-02-10,WHEAT,Saskatchewan,288.36
2025-02-11,WHEAT,Saskatchewan,290.32
2025-02-12,WHEAT,Saskatchewan,301.08
2025-02-13,WHEAT,Saskatchewan,293.7
2025-02-14,WHEAT,Saskatchewan,292.94
2025-02-17,WHEAT,Saskatchewan,285.76
2025-02-18,WHEAT,Saskatchewan,285.14
2025-02-19,WHEAT,Saskatchewan,290.33
2025-02-20,WHEAT,Saskatchewan,292.08
2025-02-21,WHEAT,Saskatchewan,297.12
2025-02-24,WHEAT,Saskatchewan,294.61
2025-02-25,WHEAT,Saskatchewan,291.66
2025-02-26,WHEAT,Saskatchewan,293.78
2025-02-27,WHEAT,Saskatchewan,288.53
2025-02-28,WHEAT,Saskatchewan,292.67
2025-03-03,WHEAT,Saskatchewan,295.08
2025-03-04,WHEAT,Saskatchewan,295.95
2025-03-05,WHEAT,Saskatchewan,292.14
2025-03-06,WHEAT,Saskatchewan,291.68
2025-03-07,WHEAT,Saskatchewan,286.82
2025-03-10,WHEAT,Saskatchewan,290.1
2025-03-11,WHEAT,Saskatchewan,290.51
2025-03-12,WHEAT,Saskatchewan,288.34
2025-03-13,WHEAT,Saskatchewan,290.8
2025-03-14,WHEAT,Saskatchewan,278.48
2025-03-17,WHEAT,Saskatchewan,295.13
2025-03-18,WHEAT,Saskatchewan,279.58
2025-03-19,WHEAT,Saskatchewan,286.2
2025-03-20,WHEAT,Saskatchewan,297.82
2025-03-21,WHEAT,Saskatchewan,299.04
2025-03-24,WHEAT,Saskatchewan,296.59
2025-03-25,WHEAT,Saskatchewan,298.89
2025-03-26,WHEAT,Saskatchewan,303.93
2025-03-27,WHEAT,Saskatchewan,292.89
2025-03-28,WHEAT,Saskatchewan,308.17
2025-03-31,WHEAT,Saskatchewan,303.84
2025-04-01,WHEAT,Saskatchewan,304.98
2025-04-02,WHEAT,Saskatchewan,308.79
2025-04-03,WHEAT,Saskatchewan,306.82
2025-04-04,WHEAT,Saskatchewan,299.27
2025-04-07,WHEAT,Saskatchewan,300.43
2025-04-08,WHEAT,Saskatchewan,302.46
2025-04-09,WHEAT,Saskatchewan,296.07
2025-04-10,WHEAT,Saskatchewan,300.49
2025-04-11,WHEAT,Saskatchewan,295.93
2025-04-14,WHEAT,Saskatchewan,303.51
2025-04-15,WHEAT,Saskatchewan,303.73
2025-04-16,WHEAT,Saskatchewan,302.7
2025-04-17,WHEAT,Saskatchewan,307.39
2025-04-18,WHEAT,Saskatchewan,300.95
2025-04-21,WHEAT,Saskatchewan,302.39
2025-04-22,WHEAT,Saskatchewan,295.85
2025-04-23,WHEAT,Saskatchewan,292.43
2025-04-24,WHEAT,Saskatchewan,298.7
2025-04-25,WHEAT,Saskatchewan,291.76
2025-04-28,WHEAT,Saskatchewan,288.01
2025-04-29,WHEAT,Saskatchewan,292.0
2025-04-30,WHEAT,Saskatchewan,292.16
2025-05-01,WHEAT,Saskatchewan,282.93
2025-05-02,WHEAT,Saskatchewan,289.13
2025-05-05,WHEAT,Saskatchewan,293.74
2025-05-06,WHEAT,Saskatchewan,293.69
2025-05-07,WHEAT,Saskatchewan,298.23
2025-05-08,WHEAT,Saskatchewan,289.68
2025-05-09,WHEAT,Saskatchewan,294.8
2025-05-12,WHEAT,Saskatchewan,291.66
2025-05-13,WHEAT,Saskatchewan,291.58
2025-05-14,WHEAT,Saskatchewan,297.46
2025-05-15,WHEAT,Saskatchewan,294.94
2025-05-16,WHEAT,Saskatchewan,296.43
2025-05-19,WHEAT,Saskatchewan,295.11
2025-05-20,WHEAT,Saskatchewan,296.0
2025-05-21,WHEAT,Saskatchewan,302.85
2025-05-22,WHEAT,Saskatchewan,302.22
2025-05-23,WHEAT,Saskatchewan,298.86
2025-05-26,WHEAT,Saskatchewan,295.04
2025-05-27,WHEAT,Saskatchewan,296.26
2025-05-28,WHEAT,Saskatchewan,293.55
2025-05-29,WHEAT,Saskatchewan,294.06
2025-05-30,WHEAT,Saskatchewan,291.22
2025-06-02,WHEAT,Saskatchewan,293.71
2025-06-03,WHEAT,Saskatchewan,287.77
2025-06-04,WHEAT,Saskatchewan,286.6
2025-06-05,WHEAT,Saskatchewan,285.23
2025-06-06,WHEAT,Saskatchewan,279.71
2025-06-09,WHEAT,Saskatchewan,282.05
2025-06-10,WHEAT,Saskatchewan,280.3
2025-06-11,WHEAT,Saskatchewan,269.51
2025-06-12,WHEAT,Saskatchewan,276.66
2025-06-13,WHEAT,Saskatchewan,274.07
2025-06-16,WHEAT,Saskatchewan,266.31
2025-06-17,WHEAT,Saskatchewan,266.09
2025-06-18,WHEAT,Saskatchewan,270.65
2025-06-19,WHEAT,Saskatchewan,282.15
2025-06-20,WHEAT,Saskatchewan,277.91
2025-06-23,WHEAT,Saskatchewan,276.75
2025-06-24,WHEAT,Saskatchewan,281.42
2025-06-25,WHEAT,Saskatchewan,284.64
2025-06-26,WHEAT,Saskatchewan,284.13
2025-06-27,WHEAT,Saskatchewan,283.9
2025-06-30,WHEAT,Saskatchewan,286.68
2025-01-02,WHEAT,Alberta,287.55
2025-01-03,WHEAT,Alberta,292.05
2025-01-06,WHEAT,Alberta,283.76
2025-01-07,WHEAT,Alberta,289.0
2025-01-08,WHEAT,Alberta,290.5
2025-01-09,WHEAT,Alberta,291.97
2025-01-10,WHEAT,Alberta,288.75
2025-01-13,WHEAT,Alberta,282.2
2025-01-14,WHEAT,Alberta,280.19
2025-01-15,WHEAT,Alberta,286.29
2025-01-16,WHEAT,Alberta,287.41
2025-01-17,WHEAT,Alberta,299.46
2025-01-20,WHEAT,Alberta,304.54
2025-01-21,WHEAT,Alberta,295.69
2025-01-22,WHEAT,Alberta,295.46
2025-01-23,WHEAT,Alberta,295.65
2025-01-24,WHEAT,Alberta,286.97
2025-01-27,WHEAT,Alberta,293.6
2025-01-28,WHEAT,Alberta,290.89
2025-01-29,WHEAT,Alberta,288.14
2025-01-30,WHEAT,Alberta,287.47
2025-01-31,WHEAT,Alberta,287.49
2025-02-03,WHEAT,Alberta,288.37
2025-02-04,WHEAT,Alberta,289.98
2025-02-05,WHEAT,Alberta,279.65
2025-02-06,WHEAT,Alberta,283.99
2025-02-07,WHEAT,Alberta,277.13
2025-02-10,WHEAT,Alberta,285.83
2025-02-11,WHEAT,Alberta,287.42
2025-02-12,WHEAT,Alberta,299.33
2025-02-13,WHEAT,Alberta,284.87
2025-02-14,WHEAT,Alberta,293.17
2025-02-17,WHEAT,Alberta,283.28
2025-02-18,WHEAT,Alberta,282.48
2025-02-19,WHEAT,Alberta,286.78
2025-02-20,WHEAT,Alberta,288.06
2025-02-21,WHEAT,Alberta,287.85
2025-02-24,WHEAT,Alberta,289.83
2025-02-25,WHEAT,Alberta,284.6
2025-02-26,WHEAT,Alberta,291.95
2025-02-27,WHEAT,Alberta,286.55
2025-02-28,WHEAT,Alberta,288.78
2025-03-03,WHEAT,Alberta,283.04
2025-03-04,WHEAT,Alberta,290.31
2025-03-05,WHEAT,Alberta,293.08
2025-03-06,WHEAT,Alberta,283.82
2025-03-07,WHEAT,Alberta,280.07
2025-03-10,WHEAT,Alberta,276.84
2025-03-11,WHEAT,Alberta,284.43
2025-03-12,WHEAT,Alberta,279.39
2025-03-13,WHEAT,Alberta,281.81
2025-03-14,WHEAT,Alberta,287.11
2025-03-17,WHEAT,Alberta,294.87
2025-03-18,WHEAT,Alberta,301.41
2025-03-19,WHEAT,Alberta,286.74
2025-03-20,WHEAT,Alberta,297.75
2025-03-21,WHEAT,Alberta,294.11
2025-03-24,WHEAT,Alberta,296.64
2025-03-25,WHEAT,Alberta,299.47
2025-03-26,WHEAT,Alberta,294.7
2025-03-27,WHEAT,Alberta,291.27
2025-03-28,WHEAT,Alberta,293.57
2025-03-31,WHEAT,Alberta,294.25
2025-04-01,WHEAT,Alberta,293.18
2025-04-02,WHEAT,Alberta,300.94
2025-04-03,WHEAT,Alberta,301.19
2025-04-04,WHEAT,Alberta,296.9
2025-04-07,WHEAT,Alberta,296.91
2025-04-08,WHEAT,Alberta,301.78
2025-04-09,WHEAT,Alberta,298.25
2025-04-10,WHEAT,Alberta,294.89
2025-04-11,WHEAT,Alberta,299.8
2025-04-14,WHEAT,Alberta,302.13
2025-04-15,WHEAT,Alberta,301.57
2025-04-16,WHEAT,Alberta,303.73
2025-04-17,WHEAT,Alberta,308.79
2025-04-18,WHEAT,Alberta,300.57
2025-04-21,WHEAT,Alberta,298.37
2025-04-22,WHEAT,Alberta,298.24
2025-04-23,WHEAT,Alberta,294.68
2025-04-24,WHEAT,Alberta,285.89
2025-04-25,WHEAT,Alberta,292.21
2025-04-28,WHEAT,Alberta,284.25
2025-04-29,WHEAT,Alberta,283.04
2025-04-30,WHEAT,Alberta,291.52
2025-05-01,WHEAT,Alberta,288.41
2025-05-02,WHEAT,Alberta,290.16
2025-05-05,WHEAT,Alberta,285.71
2025-05-06,WHEAT,Alberta,283.58
2025-05-07,WHEAT,Alberta,290.74
2025-05-08,WHEAT,Alberta,291.7
2025-05-09,WHEAT,Alberta,289.79
2025-05-12,WHEAT,Alberta,293.41
2025-05-13,WHEAT,Alberta,288.07
2025-05-14,WHEAT,Alberta,291.38
2025-05-15,WHEAT,Alberta,281.07
2025-05-16,WHEAT,Alberta,287.05
2025-05-19,WHEAT,Alberta,285.86
2025-05-20,WHEAT,Alberta,289.44
2025-05-21,WHEAT,Alberta,296.5
2025-05-22,WHEAT,Alberta,294.41
2025-05-23,WHEAT,Alberta,293.3
2025-05-26,WHEAT,Alberta,297.6
2025-05-27,WHEAT,Alberta,288.57
2025-05-28,WHEAT,Alberta,288.81
2025-05-29,WHEAT,Alberta,284.59
2025-05-30,WHEAT,Alberta,285.3
2025-06-02,WHEAT,Alberta,286.12
2025-06-03,WHEAT,Alberta,281.01
2025-06-04,WHEAT,Alberta,286.77
2025-06-05,WHEAT,Alberta,277.89
2025-06-06,WHEAT,Alberta,282.36
2025-06-09,WHEAT,Alberta,275.27
2025-06-10,WHEAT,Alberta,274.93
2025-06-11,WHEAT,Alberta,270.1
2025-06-12,WHEAT,Alberta,266.9
2025-06-13,WHEAT,Alberta,278.95
2025-06-16,WHEAT,Alberta,259.65
2025-06-17,WHEAT,Alberta,258.27
2025-06-18,WHEAT,Alberta,268.56
2025-06-19,WHEAT,Alberta,278.0
2025-06-20,WHEAT,Alberta,277.77
2025-06-23,WHEAT,Alberta,275.99
2025-06-24,WHEAT,Alberta,273.41
2025-06-25,WHEAT,Alberta,283.36
2025-06-26,WHEAT,Alberta,282.99
2025-06-27,WHEAT,Alberta,279.0
2025-06-30,WHEAT,Alberta,284.07
2025-01-02,WHEAT,Ontario,309.58
2025-01-03,WHEAT,Ontario,303.77
2025-01-06,WHEAT,Ontario,307.77
2025-01-07,WHEAT,Ontario,301.8
2025-01-08,WHEAT,Ontario,303.02
2025-01-09,WHEAT,Ontario,306.18
2025-01-10,WHEAT,Ontario,286.69
2025-01-13,WHEAT,Ontario,288.22
2025-01-14,WHEAT,Ontario,289.94
2025-01-15,WHEAT,Ontario,295.4
2025-01-16,WHEAT,Ontario,301.0
2025-01-17,WHEAT,Ontario,305.94
2025-01-20,WHEAT,Ontario,309.16
2025-01-21,WHEAT,Ontario,306.97
2025-01-22,WHEAT,Ontario,314.56
2025-01-23,WHEAT,Ontario,312.65
2025-01-24,WHEAT,Ontario,301.64
2025-01-27,WHEAT,Ontario,300.75
2025-01-28,WHEAT,Ontario,296.0
2025-01-29,WHEAT,Ontario,292.6
2025-01-30,WHEAT,Ontario,302.55
2025-01-31,WHEAT,Ontario,299.44
2025-02-03,WHEAT,Ontario,302.68
2025-02-04,WHEAT,Ontario,293.91
2025-02-05,WHEAT,Ontario,292.93
2025-02-06,WHEAT,Ontario,295.33
2025-02-07,WHEAT,Ontario,296.07
2025-02-10,WHEAT,Ontario,300.81
2025-02-11,WHEAT,Ontario,294.2
2025-02-12,WHEAT,Ontario,305.47
2025-02-13,WHEAT,Ontario,299.68
2025-02-14,WHEAT,Ontario,302.31
2025-02-17,WHEAT,Ontario,295.14
2025-02-18,WHEAT,Ontario,287.83
2025-02-19,WHEAT,Ontario,297.54
2025-02-20,WHEAT,Ontario,300.24
2025-02-21,WHEAT,Ontario,303.41
2025-02-24,WHEAT,Ontario,295.95
2025-02-25,WHEAT,Ontario,305.05
2025-02-26,WHEAT,Ontario,303.95
2025-02-27,WHEAT,Ontario,300.61
2025-02-28,WHEAT,Ontario,304.52
2025-03-03,WHEAT,Ontario,307.56
2025-03-04,WHEAT,Ontario,308.83
2025-03-05,WHEAT,Ontario,294.88
2025-03-06,WHEAT,Ontario,292.93
2025-03-07,WHEAT,Ontario,299.3
2025-03-10,WHEAT,Ontario,289.56
2025-03-11,WHEAT,Ontario,292.56
2025-03-12,WHEAT,Ontario,296.32
2025-03-13,WHEAT,Ontario,299.64
2025-03-14,WHEAT,Ontario,298.29
2025-03-17,WHEAT,Ontario,299.5
2025-03-18,WHEAT,Ontario,299.98
2025-03-19,WHEAT,Ontario,298.74
2025-03-20,WHEAT,Ontario,300.99
2025-03-21,WHEAT,Ontario,314.76
2025-03-24,WHEAT,Ontario,310.93
2025-03-25,WHEAT,Ontario,313.78
2025-03-26,WHEAT,Ontario,304.99
2025-03-27,WHEAT,Ontario,302.59
2025-03-28,WHEAT,Ontario,304.85
2025-03-31,WHEAT,Ontario,301.74
2025-04-01,WHEAT,Ontario,306.34
2025-04-02,WHEAT,Ontario,303.58
2025-04-03,WHEAT,Ontario,305.8
2025-04-04,WHEAT,Ontario,307.0
2025-04-07,WHEAT,Ontario,314.67
2025-04-08,WHEAT,Ontario,310.92
2025-04-09,WHEAT,Ontario,315.19
2025-04-10,WHEAT,Ontario,311.66
2025-04-11,WHEAT,Ontario,310.53
2025-04-14,WHEAT,Ontario,304.71
2025-04-15,WHEAT,Ontario,314.19
2025-04-16,WHEAT,Ontario,315.25
2025-04-17,WHEAT,Ontario,314.01
2025-04-18,WHEAT,Ontario,310.79
2025-04-21,WHEAT,Ontario,310.68
2025-04-22,WHEAT,Ontario,306.15
2025-04-23,WHEAT,Ontario,300.61
2025-04-24,WHEAT,Ontario,298.05
2025-04-25,WHEAT,Ontario,302.25
2025-04-28,WHEAT,Ontario,303.48
2025-04-29,WHEAT,Ontario,295.55
2025-04-30,WHEAT,Ontario,298.91
2025-05-01,WHEAT,Ontario,299.83
2025-05-02,WHEAT,Ontario,299.18
2025-05-05,WHEAT,Ontario,305.5
2025-05-06,WHEAT,Ontario,305.8
2025-05-07,WHEAT,Ontario,300.2
2025-05-08,WHEAT,Ontario,310.53
2025-05-09,WHEAT,Ontario,299.85
2025-05-12,WHEAT,Ontario,305.55
2025-05-13,WHEAT,Ontario,302.28
2025-05-14,WHEAT,Ontario,300.83
2025-05-15,WHEAT,Ontario,290.29
2025-05-16,WHEAT,Ontario,297.07
2025-05-19,WHEAT,Ontario,292.11
2025-05-20,WHEAT,Ontario,308.8
2025-05-21,WHEAT,Ontario,316.01
2025-05-22,WHEAT,Ontario,304.46
2025-05-23,WHEAT,Ontario,308.09
2025-05-26,WHEAT,Ontario,300.12
2025-05-27,WHEAT,Ontario,298.95
2025-05-28,WHEAT,Ontario,305.39
2025-05-29,WHEAT,Ontario,305.32
2025-05-30,WHEAT,Ontario,308.34
2025-06-02,WHEAT,Ontario,297.75
2025-06-03,WHEAT,Ontario,300.25
2025-06-04,WHEAT,Ontario,294.13
2025-06-05,WHEAT,Ontario,294.23
2025-06-06,WHEAT,Ontario,287.92
2025-06-09,WHEAT,Ontario,287.32
2025-06-10,WHEAT,Ontario,286.82
2025-06-11,WHEAT,Ontario,279.61
2025-06-12,WHEAT,Ontario,282.04
2025-06-13,WHEAT,Ontario,287.18
2025-06-16,WHEAT,Ontario,283.8
2025-06-17,WHEAT,Ontario,284.92
2025-06-18,WHEAT,Ontario,289.03
2025-06-19,WHEAT,Ontario,288.94
2025-06-20,WHEAT,Ontario,289.0
2025-06-23,WHEAT,Ontario,284.1
2025-06-24,WHEAT,Ontario,287.54
2025-06-25,WHEAT,Ontario,289.38
2025-06-26,WHEAT,Ontario,297.85
2025-06-27,WHEAT,Ontario,292.22
2025-06-30,WHEAT,Ontario,291.85
2025-01-02,WHEAT,British Columbia,320.26
2025-01-03,WHEAT,British Columbia,304.33
2025-01-06,WHEAT,British Columbia,303.92
2025-01-07,WHEAT,British Columbia,311.54
2025-01-08,WHEAT,British Columbia,310.26
2025-01-09,WHEAT,British Columbia,308.29
2025-01-10,WHEAT,British Columbia,298.19
2025-01-13,WHEAT,British Columbia,300.8
2025-01-14,WHEAT,British Columbia,309.7
2025-01-15,WHEAT,British Columbia,307.15
2025-01-16,WHEAT,British Columbia,309.7
2025-01-17,WHEAT,British Columbia,317.21
2025-01-20,WHEAT,British Columbia,318.52
2025-01-21,WHEAT,British Columbia,308.9
2025-01-22,WHEAT,British Columbia,312.76
2025-01-23,WHEAT,British Columbia,315.82
2025-01-24,WHEAT,British Columbia,303.99
2025-01-27,WHEAT,British Columbia,306.56
2025-01-28,WHEAT,British Columbia,302.97
2025-01-29,WHEAT,British Columbia,303.37
2025-01-30,WHEAT,British Columbia,310.23
2025-01-31,WHEAT,British Columbia,302.09
2025-02-03,WHEAT,British Columbia,312.48
2025-02-04,WHEAT,British Columbia,310.33
2025-02-05,WHEAT,British Columbia,301.97
2025-02-06,WHEAT,British Columbia,291.81
2025-02-07,WHEAT,British Columbia,297.62
2025-02-10,WHEAT,British Columbia,311.07
2025-02-11,WHEAT,British Columbia,295.37
2025-02-12,WHEAT,British Columbia,307.66
2025-02-13,WHEAT,British Columbia,305.16
2025-02-14,WHEAT,British Columbia,310.0
2025-02-17,WHEAT,British Columbia,299.49
2025-02-18,WHEAT,British Columbia,301.95
2025-02-19,WHEAT,British Columbia,308.07
2025-02-20,WHEAT,British Columbia,313.13
2025-02-21,WHEAT,British Columbia,307.15
2025-02-24,WHEAT,British Columbia,305.02
2025-02-25,WHEAT,British Columbia,299.99
2025-02-26,WHEAT,British Columbia,311.68
2025-02-27,WHEAT,British Columbia,305.59
2025-02-28,WHEAT,British Columbia,306.28
2025-03-03,WHEAT,British Columbia,306.73
2025-03-04,WHEAT,British Columbia,301.74
2025-03-05,WHEAT,British Columbia,307.71
2025-03-06,WHEAT,British Columbia,307.5
2025-03-07,WHEAT,British Columbia,301.53
2025-03-10,WHEAT,British Columbia,294.44
2025-03-11,WHEAT,British Columbia,304.36
2025-03-12,WHEAT,British Columbia,308.23
2025-03-13,WHEAT,British Columbia,297.45
2025-03-14,WHEAT,British Columbia,301.4
2025-03-17,WHEAT,British Columbia,312.6
2025-03-18,WHEAT,British Columbia,310.75
2025-03-19,WHEAT,British Columbia,310.24
2025-03-20,WHEAT,British Columbia,318.95
2025-03-21,WHEAT,British Columbia,314.51
2025-03-24,WHEAT,British Columbia,319.37
2025-03-25,WHEAT,British Columbia,328.08
2025-03-26,WHEAT,British Columbia,313.09
2025-03-27,WHEAT,British Columbia,307.14
2025-03-28,WHEAT,British Columbia,316.41
2025-03-31,WHEAT,British Columbia,321.1
2025-04-01,WHEAT,British Columbia,316.75
2025-04-02,WHEAT,British Columbia,313.69
2025-04-03,WHEAT,British Columbia,331.04
2025-04-04,WHEAT,British Columbia,320.09
2025-04-07,WHEAT,British Columbia,313.44
2025-04-08,WHEAT,British Columbia,321.76
2025-04-09,WHEAT,British Columbia,316.59
2025-04-10,WHEAT,British Columbia,316.0
2025-04-11,WHEAT,British Columbia,316.65
2025-04-14,WHEAT,British Columbia,310.14
2025-04-15,WHEAT,British Columbia,320.5
2025-04-16,WHEAT,British Columbia,326.99
2025-04-17,WHEAT,British Columbia,325.18
2025-04-18,WHEAT,British Columbia,314.05
2025-04-21,WHEAT,British Columbia,313.39
2025-04-22,WHEAT,British Columbia,313.7
2025-04-23,WHEAT,British Columbia,311.08
2025-04-24,WHEAT,British Columbia,308.27
2025-04-25,WHEAT,British Columbia,312.57
2025-04-28,WHEAT,British Columbia,302.24
2025-04-29,WHEAT,British Columbia,309.17
2025-04-30,WHEAT,British Columbia,304.28
2025-05-01,WHEAT,British Columbia,306.06
2025-05-02,WHEAT,British Columbia,299.2
2025-05-05,WHEAT,British Columbia,311.61
2025-05-06,WHEAT,British Columbia,312.68
2025-05-07,WHEAT,British Columbia,315.04
2025-05-08,WHEAT,British Columbia,304.74
2025-05-09,WHEAT,British Columbia,312.29
2025-05-12,WHEAT,British Columbia,309.99
2025-05-13,WHEAT,British Columbia,302.59
